# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_historictimezone.txt
# zone
# tzid;format;offset;save;mode;untilYear;untilMonth;untilDay;untilDOW;untilTime;timeType

America/Miquelon;AST;-14400;0;1;1980;5;1;-1;0;0
America/Miquelon;LMT;-13480;0;1;1911;5;15;-1;0;0
America/Moncton;A%sT;-14400;Canada;1;3999;1;1;-1;0;0
America/Moncton;A%sT;-14400;Moncton;1;2007;1;1;-1;0;0
America/Moncton;A%sT;-14400;Canada;1;1993;1;1;-1;0;0
America/Moncton;A%sT;-14400;Moncton;1;1973;1;1;-1;0;0
America/Moncton;A%sT;-14400;Canada;1;1946;1;1;-1;0;0
America/Moncton;A%sT;-14400;Moncton;1;1942;1;1;-1;0;0
America/Moncton;A%sT;-14400;Canada;1;1933;1;1;-1;0;0
America/Moncton;EST;-18000;0;1;1902;6;15;-1;0;0
America/Moncton;LMT;-15548;0;1;1883;12;9;-1;0;0
America/Monterrey;C%sT;-21600;Mexico;1;3999;1;1;-1;0;0
America/Monterrey;C%sT;-21600;US;1;1989;1;1;-1;0;0
America/Monterrey;CST;-21600;0;1;1988;1;1;-1;0;0
America/Monterrey;LMT;-24076;0;1;1921;12;31;-1;83924;0
America/Montevideo;-03/-02;-10800;Uruguay;1;3999;1;1;-1;0;0
America/Montevideo;-03/-0230;-10800;Uruguay;1;1974;12;22;-1;0;0
America/Montevideo;-03/-0130;-10800;Uruguay;1;1974;3;10;-1;0;0
America/Montevideo;-03/-02;-10800;Uruguay;1;1974;1;1;-1;0;0
America/Montevideo;-03/-0230;-10800;Uruguay;1;1970;1;1;-1;0;0
America/Montevideo;-03/-02;-10800;Uruguay;1;1968;1;1;-1;0;0
America/Montevideo;-03/-0230;-10800;Uruguay;1;1960;1;1;-1;0;0
America/Montevideo;-0330/-03;-12600;Uruguay;1;1942;12;14;-1;0;0
America/Montevideo;-04;-14400;0;1;1923;10;1;-1;0;0
America/Montevideo;MMT;-13491;0;1;1920;5;1;-1;0;0
America/Montevideo;LMT;-13491;0;1;1908;6;10;-1;0;0
America/Montserrat;AST;-14400;0;1;3999;1;1;-1;0;0
America/Montserrat;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Nassau;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Nassau;E%sT;-18000;Bahamas;1;1976;1;1;-1;0;0
America/Nassau;LMT;-18570;0;1;1912;3;2;-1;0;0
America/New_York;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/New_York;E%sT;-18000;NYC;1;1967;1;1;-1;0;0
America/New_York;E%sT;-18000;US;1;1946;1;1;-1;0;0
America/New_York;E%sT;-18000;NYC;1;1942;1;1;-1;0;0
America/New_York;E%sT;-18000;US;1;1920;1;1;-1;0;0
America/New_York;LMT;-17762;0;1;1883;11;18;-1;43438;0
America/Nipigon;E%sT;-18000;Canada;1;3999;1;1;-1;0;0
America/Nipigon;EDT;-18000;3600;1;1942;2;9;-1;7200;2
America/Nipigon;E%sT;-18000;Canada;1;1940;9;29;-1;0;0
America/Nipigon;LMT;-21184;0;1;1895;1;1;-1;0;0
America/Nome;AK%sT;-32400;US;1;3999;1;1;-1;0;0
America/Nome;Y%sT;-32400;US;1;1983;11;30;-1;0;0
America/Nome;B%sT;-39600;US;1;1983;10;30;-1;7200;0
America/Nome;BST;-39600;0;1;1969;1;1;-1;0;0
America/Nome;NST;-39600;0;1;1967;4;1;-1;0;0
America/Nome;N%sT;-39600;US;1;1946;1;1;-1;0;0
America/Nome;NST;-39600;0;1;1942;1;1;-1;0;0
America/Nome;LMT;-39698;0;1;1900;8;20;-1;43200;0
America/Nome;LMT;46702;0;1;1867;10;19;-1;48575;0
America/Noronha;-02;-7200;0;1;3999;1;1;-1;0;0
America/Noronha;-02/-01;-7200;Brazil;1;2002;10;1;-1;0;0
America/Noronha;-02;-7200;0;1;2001;9;13;-1;0;0
America/Noronha;-02/-01;-7200;Brazil;1;2000;10;15;-1;0;0
America/Noronha;-02;-7200;0;1;1999;9;30;-1;0;0
America/Noronha;-02/-01;-7200;Brazil;1;1990;9;17;-1;0;0
America/Noronha;LMT;-7780;0;1;1914;1;1;-1;0;0
America/North_Dakota/Beulah;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/North_Dakota/Beulah;M%sT;-25200;US;1;2010;11;7;-1;7200;0
America/North_Dakota/Beulah;LMT;-24427;0;1;1883;11;18;-1;43973;0
America/North_Dakota/Center;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/North_Dakota/Center;M%sT;-25200;US;1;1992;10;25;-1;7200;0
America/North_Dakota/Center;LMT;-24312;0;1;1883;11;18;-1;44088;0
America/North_Dakota/New_Salem;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/North_Dakota/New_Salem;M%sT;-25200;US;1;2003;10;26;-1;7200;0
America/North_Dakota/New_Salem;LMT;-24339;0;1;1883;11;18;-1;44061;0
America/Ojinaga;M%sT;-25200;US;1;3999;1;1;-1;0;0
America/Ojinaga;M%sT;-25200;Mexico;1;2010;1;1;-1;0;0
America/Ojinaga;CST;-21600;0;3;1998;4;1;1;10800;0
America/Ojinaga;C%sT;-21600;Mexico;1;1998;1;1;-1;0;0
America/Ojinaga;CST;-21600;0;1;1996;1;1;-1;0;0
America/Ojinaga;MST;-25200;0;1;1932;4;1;-1;0;0
America/Ojinaga;CST;-21600;0;1;1931;10;1;-1;0;0
America/Ojinaga;MST;-25200;0;1;1931;5;1;-1;82800;0
America/Ojinaga;CST;-21600;0;1;1930;11;15;-1;0;0
America/Ojinaga;MST;-25200;0;1;1927;6;10;-1;82800;0
America/Ojinaga;LMT;-25060;0;1;1922;1;1;-1;140;0
America/Panama;EST;-18000;0;1;3999;1;1;-1;0;0
America/Panama;CMT;-19176;0;1;1908;4;22;-1;0;0
America/Panama;LMT;-19088;0;1;1890;1;1;-1;0;0
America/Pangnirtung;E%sT;-18000;Canada;1;3999;1;1;-1;0;0
America/Pangnirtung;C%sT;-21600;Canada;1;2000;10;29;-1;7200;0
America/Pangnirtung;E%sT;-18000;Canada;1;1999;10;31;-1;7200;0
America/Pangnirtung;A%sT;-14400;NT_YK;3;1995;4;1;1;7200;0
America/Pangnirtung;-00;0;0;1;1921;1;1;-1;0;0
America/Paramaribo;-03;-10800;0;1;3999;1;1;-1;0;0
America/Paramaribo;-0330;-12600;0;1;1984;10;1;-1;0;0
America/Paramaribo;PMT;-13236;0;1;1945;10;1;-1;0;0
America/Paramaribo;PMT;-13252;0;1;1935;1;1;-1;0;0
America/Paramaribo;LMT;-13240;0;1;1911;1;1;-1;0;0
America/Phoenix;MST;-25200;0;1;3999;1;1;-1;0;0
America/Phoenix;M%sT;-25200;US;1;1968;3;21;-1;0;0
America/Phoenix;MST;-25200;0;1;1967;1;1;-1;0;0
America/Phoenix;M%sT;-25200;US;1;1944;10;1;-1;60;0
America/Phoenix;MST;-25200;0;1;1944;4;1;-1;60;0
America/Phoenix;M%sT;-25200;US;1;1944;1;1;-1;60;0
America/Phoenix;LMT;-26898;0;1;1883;11;18;-1;41502;0
America/Port-au-Prince;E%sT;-18000;Haiti;1;3999;1;1;-1;0;0
America/Port-au-Prince;PPMT;-17340;0;1;1917;1;24;-1;43200;0
America/Port-au-Prince;LMT;-17360;0;1;1890;1;1;-1;0;0
America/Port_of_Spain;AST;-14400;0;1;3999;1;1;-1;0;0
America/Port_of_Spain;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Porto_Velho;-04;-14400;0;1;3999;1;1;-1;0;0
America/Porto_Velho;-04/-03;-14400;Brazil;1;1988;9;12;-1;0;0
America/Porto_Velho;LMT;-15336;0;1;1914;1;1;-1;0;0
America/Puerto_Rico;AST;-14400;0;1;3999;1;1;-1;0;0
America/Puerto_Rico;A%sT;-14400;US;1;1946;1;1;-1;0;0
America/Puerto_Rico;AST;-14400;0;1;1942;5;3;-1;0;0
America/Puerto_Rico;LMT;-15865;0;1;1899;3;28;-1;43200;0
America/Punta_Arenas;-03;-10800;0;1;3999;1;1;-1;0;0
America/Punta_Arenas;-04/-03;-14400;Chile;1;2016;12;4;-1;0;0
America/Punta_Arenas;-05;-18000;0;1;1947;5;21;-1;82800;0
America/Punta_Arenas;-04;-14400;0;1;1947;4;1;-1;0;0
America/Punta_Arenas;-05;-18000;0;1;1942;8;1;-1;0;0
America/Punta_Arenas;-04;-14400;0;1;1942;6;1;-1;0;0
America/Punta_Arenas;-05/-04;-18000;Chile;1;1932;9;1;-1;0;0
America/Punta_Arenas;SMT;-16966;0;1;1927;9;1;-1;0;0
America/Punta_Arenas;-04;-14400;0;1;1919;7;1;-1;0;0
America/Punta_Arenas;SMT;-16966;0;1;1918;9;10;-1;0;0
America/Punta_Arenas;-05;-18000;0;1;1916;7;1;-1;0;0
America/Punta_Arenas;SMT;-16966;0;1;1910;1;10;-1;0;0
America/Punta_Arenas;LMT;-17020;0;1;1890;1;1;-1;0;0
America/Rainy_River;C%sT;-21600;Canada;1;3999;1;1;-1;0;0
America/Rainy_River;CDT;-21600;3600;1;1942;2;9;-1;7200;2
America/Rainy_River;C%sT;-21600;Canada;1;1940;9;29;-1;0;0
America/Rainy_River;LMT;-22696;0;1;1895;1;1;-1;0;0
America/Rankin_Inlet;C%sT;-21600;Canada;1;3999;1;1;-1;0;0
America/Rankin_Inlet;EST;-18000;0;1;2001;4;1;-1;10800;0
America/Rankin_Inlet;C%sT;-21600;NT_YK;1;2000;10;29;-1;7200;0
America/Rankin_Inlet;-00;0;0;1;1957;1;1;-1;0;0
America/Recife;-03;-10800;0;1;3999;1;1;-1;0;0
America/Recife;-03/-02;-10800;Brazil;1;2002;10;1;-1;0;0
America/Recife;-03;-10800;0;1;2001;9;13;-1;0;0
America/Recife;-03/-02;-10800;Brazil;1;2000;10;15;-1;0;0
America/Recife;-03;-10800;0;1;1999;9;30;-1;0;0
America/Recife;-03/-02;-10800;Brazil;1;1990;9;17;-1;0;0
America/Recife;LMT;-8376;0;1;1914;1;1;-1;0;0
America/Regina;CST;-21600;0;1;3999;1;1;-1;0;0
America/Regina;M%sT;-25200;Regina;2;1960;4;-1;1;7200;0
America/Regina;LMT;-25116;0;1;1905;9;1;-1;0;0
America/Resolute;C%sT;-21600;Canada;1;3999;1;1;-1;0;0
America/Resolute;EST;-18000;0;1;2007;3;11;-1;10800;0
America/Resolute;C%sT;-21600;Canada;1;2006;10;29;-1;7200;0
America/Resolute;EST;-18000;0;1;2001;4;1;-1;10800;0
America/Resolute;C%sT;-21600;NT_YK;1;2000;10;29;-1;7200;0
America/Resolute;-00;0;0;1;1947;8;31;-1;0;0
America/Rio_Branco;-05;-18000;0;1;3999;1;1;-1;0;0
America/Rio_Branco;-04;-14400;0;1;2013;11;10;-1;0;0
America/Rio_Branco;-05;-18000;0;1;2008;6;24;-1;0;0
America/Rio_Branco;-05/-04;-18000;Brazil;1;1988;9;12;-1;0;0
America/Rio_Branco;LMT;-16272;0;1;1914;1;1;-1;0;0
America/Santarem;-03;-10800;0;1;3999;1;1;-1;0;0
America/Santarem;-04;-14400;0;1;2008;6;24;-1;0;0
America/Santarem;-04/-03;-14400;Brazil;1;1988;9;12;-1;0;0
America/Santarem;LMT;-13128;0;1;1914;1;1;-1;0;0
America/Santiago;-04/-03;-14400;Chile;1;3999;1;1;-1;0;0
America/Santiago;-05;-18000;0;1;1947;5;21;-1;82800;0
America/Santiago;-04;-14400;0;1;1947;4;1;-1;0;0
America/Santiago;-03;-14400;3600;1;1946;9;1;-1;0;0
America/Santiago;-04;-14400;0;1;1946;7;15;-1;0;0
America/Santiago;-05;-18000;0;1;1942;8;1;-1;0;0
America/Santiago;-04;-14400;0;1;1942;6;1;-1;0;0
America/Santiago;-05/-04;-18000;Chile;1;1932;9;1;-1;0;0
America/Santiago;SMT;-16966;0;1;1927;9;1;-1;0;0
America/Santiago;-04;-14400;0;1;1919;7;1;-1;0;0
America/Santiago;SMT;-16966;0;1;1918;9;10;-1;0;0
America/Santiago;-05;-18000;0;1;1916;7;1;-1;0;0
America/Santiago;SMT;-16966;0;1;1910;1;10;-1;0;0
America/Santiago;LMT;-16966;0;1;1890;1;1;-1;0;0
America/Santo_Domingo;AST;-14400;0;1;3999;1;1;-1;0;0
America/Santo_Domingo;E%sT;-18000;US;1;2000;12;3;-1;3600;0
America/Santo_Domingo;AST;-14400;0;1;2000;10;29;-1;7200;0
America/Santo_Domingo;%s;-18000;DR;1;1974;10;27;-1;0;0
America/Santo_Domingo;SDMT;-16800;0;1;1933;4;1;-1;43200;0
America/Santo_Domingo;LMT;-16776;0;1;1890;1;1;-1;0;0
America/Sao_Paulo;-03/-02;-10800;Brazil;1;3999;1;1;-1;0;0
America/Sao_Paulo;-02;-10800;3600;1;1964;1;1;-1;0;0
America/Sao_Paulo;-03/-02;-10800;Brazil;1;1963;10;23;-1;0;0
America/Sao_Paulo;LMT;-11188;0;1;1914;1;1;-1;0;0
America/Scoresbysund;-01/+00;-3600;EU;1;3999;1;1;-1;0;0
America/Scoresbysund;-02/-01;-7200;C-Eur;1;1981;3;29;-1;0;0
America/Scoresbysund;-02;-7200;0;1;1980;4;6;-1;7200;0
America/Scoresbysund;LMT;-5272;0;1;1916;7;28;-1;0;0
America/Sitka;AK%sT;-32400;US;1;3999;1;1;-1;0;0
America/Sitka;Y%sT;-32400;US;1;1983;11;30;-1;0;0
America/Sitka;P%sT;-28800;US;1;1983;10;30;-1;7200;0
America/Sitka;PST;-28800;0;1;1969;1;1;-1;0;0
America/Sitka;P%sT;-28800;US;1;1946;1;1;-1;0;0
America/Sitka;PST;-28800;0;1;1942;1;1;-1;0;0
America/Sitka;LMT;-32473;0;1;1900;8;20;-1;43200;0
America/Sitka;LMT;53927;0;1;1867;10;19;-1;55800;0
America/St_Barthelemy;AST;-14400;0;1;3999;1;1;-1;0;0
America/St_Barthelemy;LMT;-14764;0;1;1912;3;2;-1;0;0
America/St_Johns;N%sT;-12600;Canada;1;3999;1;1;-1;0;0
America/St_Johns;N%sT;-12600;StJohns;1;2011;11;1;-1;0;0
America/St_Johns;N%sT;-12600;Canada;1;1946;1;1;-1;0;0
America/St_Johns;N%sT;-12600;StJohns;1;1942;5;11;-1;0;0
America/St_Johns;N%sT;-12652;StJohns;1;1935;3;30;-1;0;0
America/St_Johns;N%sT;-12652;Canada;1;1919;1;1;-1;0;0
America/St_Johns;N%sT;-12652;StJohns;1;1918;1;1;-1;0;0
America/St_Johns;LMT;-12652;0;1;1884;1;1;-1;0;0
America/St_Kitts;AST;-14400;0;1;3999;1;1;-1;0;0
America/St_Kitts;LMT;-14764;0;1;1912;3;2;-1;0;0
America/St_Lucia;AST;-14400;0;1;3999;1;1;-1;0;0
America/St_Lucia;LMT;-14764;0;1;1912;3;2;-1;0;0
America/St_Thomas;AST;-14400;0;1;3999;1;1;-1;0;0
America/St_Thomas;LMT;-14764;0;1;1912;3;2;-1;0;0
America/St_Vincent;AST;-14400;0;1;3999;1;1;-1;0;0
America/St_Vincent;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Swift_Current;CST;-21600;0;1;3999;1;1;-1;0;0
America/Swift_Current;M%sT;-25200;Swift;2;1972;4;-1;1;7200;0
America/Swift_Current;M%sT;-25200;Regina;1;1950;1;1;-1;0;0
America/Swift_Current;M%sT;-25200;Canada;2;1946;4;-1;1;7200;0
America/Swift_Current;LMT;-25880;0;1;1905;9;1;-1;0;0
America/Tegucigalpa;C%sT;-21600;Hond;1;3999;1;1;-1;0;0
America/Tegucigalpa;LMT;-20932;0;1;1921;4;1;-1;0;0
America/Thule;A%sT;-14400;Thule;1;3999;1;1;-1;0;0
America/Thule;LMT;-16508;0;1;1916;7;28;-1;0;0
America/Thunder_Bay;E%sT;-18000;Canada;1;3999;1;1;-1;0;0
America/Thunder_Bay;EST;-18000;0;1;1974;1;1;-1;0;0
America/Thunder_Bay;E%sT;-18000;Toronto;1;1973;1;1;-1;0;0
America/Thunder_Bay;E%sT;-18000;Canada;1;1970;1;1;-1;0;0
America/Thunder_Bay;EST;-18000;0;1;1942;1;1;-1;0;0
America/Thunder_Bay;CST;-21600;0;1;1910;1;1;-1;0;0
America/Thunder_Bay;LMT;-21420;0;1;1895;1;1;-1;0;0
America/Tijuana;P%sT;-28800;US;1;3999;1;1;-1;0;0
America/Tijuana;P%sT;-28800;Mexico;1;2010;1;1;-1;0;0
America/Tijuana;P%sT;-28800;US;1;2002;2;20;-1;0;0
America/Tijuana;P%sT;-28800;Mexico;1;2001;1;1;-1;0;0
America/Tijuana;P%sT;-28800;US;1;1996;1;1;-1;0;0
America/Tijuana;PST;-28800;0;1;1976;1;1;-1;0;0
America/Tijuana;P%sT;-28800;CA;1;1961;1;1;-1;0;0
America/Tijuana;PST;-28800;0;1;1954;1;1;-1;0;0
America/Tijuana;PDT;-28800;3600;1;1949;1;14;-1;0;0
America/Tijuana;PST;-28800;0;1;1948;4;5;-1;0;0
America/Tijuana;PPT;-28800;3600;1;1945;11;12;-1;0;0
America/Tijuana;PWT;-28800;3600;1;1945;8;14;-1;82800;1
America/Tijuana;PST;-28800;0;1;1942;4;24;-1;0;0
America/Tijuana;PDT;-28800;3600;1;1931;9;30;-1;0;0
America/Tijuana;PST;-28800;0;1;1931;4;1;-1;0;0
America/Tijuana;MST;-25200;0;1;1930;11;15;-1;0;0
America/Tijuana;PST;-28800;0;1;1927;6;10;-1;82800;0
America/Tijuana;MST;-25200;0;1;1924;1;1;-1;0;0
America/Tijuana;LMT;-28084;0;1;1922;1;1;-1;716;0
America/Toronto;E%sT;-18000;Canada;1;3999;1;1;-1;0;0
America/Toronto;E%sT;-18000;Toronto;1;1974;1;1;-1;0;0
America/Toronto;E%sT;-18000;Canada;1;1946;1;1;-1;0;0
America/Toronto;E%sT;-18000;Toronto;1;1942;2;9;-1;7200;2
America/Toronto;E%sT;-18000;Canada;1;1919;1;1;-1;0;0
America/Toronto;LMT;-19052;0;1;1895;1;1;-1;0;0
America/Tortola;AST;-14400;0;1;3999;1;1;-1;0;0
America/Tortola;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Vancouver;P%sT;-28800;Canada;1;3999;1;1;-1;0;0
America/Vancouver;P%sT;-28800;Vanc;1;1987;1;1;-1;0;0
America/Vancouver;LMT;-29548;0;1;1884;1;1;-1;0;0
America/Whitehorse;P%sT;-28800;Canada;1;3999;1;1;-1;0;0
America/Whitehorse;P%sT;-28800;NT_YK;1;1980;1;1;-1;0;0
America/Whitehorse;Y%sT;-32400;NT_YK;1;1967;5;28;-1;0;0
America/Whitehorse;LMT;-32412;0;1;1900;8;20;-1;0;0
America/Winnipeg;C%sT;-21600;Canada;1;3999;1;1;-1;0;0
America/Winnipeg;C%sT;-21600;Winn;1;2006;1;1;-1;0;0
America/Winnipeg;LMT;-23316;0;1;1887;7;16;-1;0;0
America/Yakutat;AK%sT;-32400;US;1;3999;1;1;-1;0;0
America/Yakutat;Y%sT;-32400;US;1;1983;11;30;-1;0;0
America/Yakutat;YST;-32400;0;1;1969;1;1;-1;0;0
America/Yakutat;Y%sT;-32400;US;1;1946;1;1;-1;0;0
America/Yakutat;YST;-32400;0;1;1942;1;1;-1;0;0
America/Yakutat;LMT;-33535;0;1;1900;8;20;-1;43200;0
America/Yakutat;LMT;52865;0;1;1867;10;19;-1;54738;0
America/Yellowknife;M%sT;-25200;Canada;1;3999;1;1;-1;0;0
America/Yellowknife;M%sT;-25200;NT_YK;1;1980;1;1;-1;0;0
America/Yellowknife;-00;0;0;1;1935;1;1;-1;0;0
Antarctica/Casey;+08;28800;0;1;3999;1;1;-1;0;0
Antarctica/Casey;+11;39600;0;1;2018;3;11;-1;14400;0
Antarctica/Casey;+08;28800;0;1;2016;10;22;-1;0;0
Antarctica/Casey;+11;39600;0;1;2012;2;21;-1;61200;1
Antarctica/Casey;+08;28800;0;1;2011;10;28;-1;7200;0
Antarctica/Casey;+11;39600;0;1;2010;3;5;-1;7200;0
Antarctica/Casey;+08;28800;0;1;2009;10;18;-1;7200;0
Antarctica/Casey;-00;0;0;1;1969;1;1;-1;0;0
Antarctica/Davis;+07;25200;0;1;3999;1;1;-1;0;0
Antarctica/Davis;+05;18000;0;1;2012;2;21;-1;72000;1
Antarctica/Davis;+07;25200;0;1;2011;10;28;-1;7200;0
Antarctica/Davis;+05;18000;0;1;2010;3;10;-1;72000;1
Antarctica/Davis;+07;25200;0;1;2009;10;18;-1;7200;0
Antarctica/Davis;-00;0;0;1;1969;2;1;-1;0;0
Antarctica/Davis;+07;25200;0;1;1964;11;1;-1;0;0
Antarctica/Davis;-00;0;0;1;1957;1;13;-1;0;0
Antarctica/DumontDUrville;+10;36000;0;1;3999;1;1;-1;0;0
Antarctica/DumontDUrville;-00;0;0;1;1956;11;1;-1;0;0
Antarctica/DumontDUrville;+10;36000;0;1;1952;1;14;-1;0;0
Antarctica/DumontDUrville;-00;0;0;1;1947;1;1;-1;0;0
Antarctica/Macquarie;+11;39600;0;1;3999;1;1;-1;0;0
Antarctica/Macquarie;AE%sT;36000;AT;1;2010;4;4;-1;10800;0
Antarctica/Macquarie;AE%sT;36000;Aus;1;1967;1;1;-1;0;0
Antarctica/Macquarie;-00;0;0;1;1948;3;25;-1;0;0
Antarctica/Macquarie;AE%sT;36000;Aus;1;1919;4;1;-1;0;2
Antarctica/Macquarie;AEDT;36000;3600;1;1917;2;1;-1;0;0
Antarctica/Macquarie;AEST;36000;0;1;1916;10;1;-1;7200;0
Antarctica/Macquarie;-00;0;0;1;1899;11;1;-1;0;0
Antarctica/Mawson;+05;18000;0;1;3999;1;1;-1;0;0
Antarctica/Mawson;+06;21600;0;1;2009;10;18;-1;7200;0
Antarctica/Mawson;-00;0;0;1;1954;2;13;-1;0;0
Antarctica/McMurdo;NZ%sT;43200;NZ;1;3999;1;1;-1;0;0
Antarctica/McMurdo;NZ%sT;41400;NZ;1;1946;1;1;-1;0;0
Antarctica/McMurdo;LMT;41944;0;1;1868;11;2;-1;0;0
Antarctica/Palmer;-03;-10800;0;1;3999;1;1;-1;0;0
Antarctica/Palmer;-04/-03;-14400;Chile;1;2016;12;4;-1;0;0
Antarctica/Palmer;-03/-02;-10800;Arg;1;1982;5;1;-1;0;0
Antarctica/Palmer;-04/-03;-14400;Arg;1;1969;10;5;-1;0;0
Antarctica/Palmer;-00;0;0;1;1965;1;1;-1;0;0
Antarctica/Rothera;-03;-10800;0;1;3999;1;1;-1;0;0
Antarctica/Rothera;-00;0;0;1;1976;12;1;-1;0;0
Antarctica/Syowa;+03;10800;0;1;3999;1;1;-1;0;0
Antarctica/Syowa;-00;0;0;1;1957;1;29;-1;0;0
Antarctica/Troll;%s;0;Troll;1;3999;1;1;-1;0;0
Antarctica/Troll;-00;0;0;1;2005;2;12;-1;0;0
Antarctica/Vostok;+06;21600;0;1;3999;1;1;-1;0;0
Antarctica/Vostok;-00;0;0;1;1957;12;16;-1;0;0
Arctic/Longyearbyen;CE%sT;3600;EU;1;3999;1;1;-1;0;0
Arctic/Longyearbyen;CE%sT;3600;Norway;1;1980;1;1;-1;0;0
Arctic/Longyearbyen;CE%sT;3600;C-Eur;1;1945;4;2;-1;7200;0
Arctic/Longyearbyen;CE%sT;3600;Norway;1;1940;8;10;-1;82800;0
Arctic/Longyearbyen;LMT;2580;0;1;1895;1;1;-1;0;0
Asia/Aden;+03;10800;0;1;3999;1;1;-1;0;0
Asia/Aden;LMT;11212;0;1;1947;3;14;-1;0;0
Asia/Almaty;+06;21600;0;1;3999;1;1;-1;0;0
Asia/Almaty;+06/+07;21600;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Almaty;+05/+06;18000;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Almaty;+06/+07;21600;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Almaty;+05;18000;0;1;1930;6;21;-1;0;0
Asia/Almaty;LMT;18468;0;1;1924;5;2;-1;0;0
Asia/Amman;EE%sT;7200;Jordan;1;3999;1;1;-1;0;0
Asia/Amman;LMT;8624;0;1;1931;1;1;-1;0;0
Asia/Anadyr;+12;43200;0;1;3999;1;1;-1;0;0
Asia/Anadyr;+11/+12;39600;Russia;1;2011;3;27;-1;7200;2
Asia/Anadyr;+12/+13;43200;Russia;1;2010;3;28;-1;7200;2
Asia/Anadyr;+11/+12;39600;Russia;1;1992;1;19;-1;7200;2
Asia/Anadyr;+12/+13;43200;Russia;1;1991;3;31;-1;7200;2
Asia/Anadyr;+13/+14;46800;Russia;1;1982;4;1;-1;0;2
Asia/Anadyr;+12;43200;0;1;1930;6;21;-1;0;0
Asia/Anadyr;LMT;42596;0;1;1924;5;2;-1;0;0
Asia/Aqtau;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Aqtau;+04/+05;14400;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Aqtau;+05/+06;18000;RussiaAsia;1;1994;9;25;-1;7200;2
Asia/Aqtau;+04/+05;14400;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Aqtau;+05/+06;18000;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Aqtau;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Aqtau;+05;18000;0;1;1981;10;1;-1;0;0
Asia/Aqtau;+04;14400;0;1;1930;6;21;-1;0;0
Asia/Aqtau;LMT;12064;0;1;1924;5;2;-1;0;0
Asia/Aqtobe;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Aqtobe;+05/+06;18000;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Aqtobe;+04/+05;14400;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Aqtobe;+05/+06;18000;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Aqtobe;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Aqtobe;+06;18000;3600;1;1981;10;1;-1;0;0
Asia/Aqtobe;+05;18000;0;1;1981;4;1;-1;0;0
Asia/Aqtobe;+04;14400;0;1;1930;6;21;-1;0;0
Asia/Aqtobe;LMT;13720;0;1;1924;5;2;-1;0;0
Asia/Ashgabat;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Ashgabat;+04/+05;14400;RussiaAsia;1;1992;1;19;-1;7200;0
Asia/Ashgabat;+05/+06;18000;RussiaAsia;1;1991;3;31;-1;7200;0
Asia/Ashgabat;+04;14400;0;1;1930;6;21;-1;0;0
Asia/Ashgabat;LMT;14012;0;1;1924;5;2;-1;0;0
Asia/Atyrau;+05;18000;0;1;3999;1;1;-1;0;0
Asia/Atyrau;+04/+05;14400;RussiaAsia;1;2004;10;31;-1;7200;2
Asia/Atyrau;+05/+06;18000;RussiaAsia;1;1999;3;28;-1;7200;2
Asia/Atyrau;+04/+05;14400;RussiaAsia;1;1992;1;19;-1;7200;2
Asia/Atyrau;+05/+06;18000;RussiaAsia;1;1991;3;31;-1;7200;2
Asia/Atyrau;+06;21600;0;1;1982;4;1;-1;0;0
Asia/Atyrau;+05;18000;0;1;1981;10;1;-1;0;0
Asia/Atyrau;+03;10800;0;1;1930;6;21;-1;0;0
Asia/Atyrau;LMT;12464;0;1;1924;5;2;-1;0;0
Asia/Baghdad;+03/+04;10800;Iraq;1;3999;1;1;-1;0;0
Asia/Baghdad;+03;10800;0;1;1982;5;1;-1;0;0
Asia/Baghdad;BMT;10656;0;1;1918;1;1;-1;0;0
Asia/Baghdad;LMT;10660;0;1;1890;1;1;-1;0;0
Asia/Bahrain;+03;10800;0;1;3999;1;1;-1;0;0
Asia/Bahrain;+04;14400;0;1;1972;6;1;-1;0;0
Asia/Bahrain;LMT;12368;0;1;1920;1;1;-1;0;0
Asia/Baku;+04/+05;14400;Azer;1;3999;1;1;-1;0;0
Asia/Baku;+04/+05;14400;EUAsia;1;1997;1;1;-1;0;0
