# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_historictimezone.txt
# zone
# tzid;format;offset;save;mode;untilYear;untilMonth;untilDay;untilDOW;untilTime;timeType

America/Catamarca;-04;-14400;0;1;1930;12;1;-1;0;0
America/Catamarca;CMT;-15408;0;1;1920;5;1;-1;0;0
America/Catamarca;LMT;-15788;0;1;1894;10;31;-1;0;0
America/Cayenne;-03;-10800;0;1;3999;1;1;-1;0;0
America/Cayenne;-04;-14400;0;1;1967;10;1;-1;0;0
America/Cayenne;LMT;-12560;0;1;1911;7;1;-1;0;0
America/Cayman;EST;-18000;0;1;3999;1;1;-1;0;0
America/Cayman;CMT;-19176;0;1;1908;4;22;-1;0;0
America/Cayman;LMT;-19088;0;1;1890;1;1;-1;0;0
America/Chicago;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/Chicago;C%sT;-21600;Chicago;1;1967;1;1;-1;0;0
America/Chicago;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Chicago;C%sT;-21600;Chicago;1;1942;1;1;-1;0;0
America/Chicago;EST;-18000;0;1;1936;11;15;-1;7200;0
America/Chicago;C%sT;-21600;Chicago;1;1936;3;1;-1;7200;0
America/Chicago;C%sT;-21600;US;1;1920;1;1;-1;0;0
America/Chicago;LMT;-21036;0;1;1883;11;18;-1;43764;0
America/Chihuahua;M%sT;-25200;Mexico;1;3999;1;1;-1;0;0
America/Chihuahua;CST;-21600;0;3;1998;4;1;1;10800;0
America/Chihuahua;C%sT;-21600;Mexico;1;1998;1;1;-1;0;0
America/Chihuahua;CST;-21600;0;1;1996;1;1;-1;0;0
America/Chihuahua;MST;-25200;0;1;1932;4;1;-1;0;0
America/Chihuahua;CST;-21600;0;1;1931;10;1;-1;0;0
America/Chihuahua;MST;-25200;0;1;1931;5;1;-1;82800;0
America/Chihuahua;CST;-21600;0;1;1930;11;15;-1;0;0
America/Chihuahua;MST;-25200;0;1;1927;6;10;-1;82800;0
America/Chihuahua;LMT;-25460;0;1;1921;12;31;-1;86140;0
America/Coral_Harbour;EST;-18000;0;1;3999;1;1;-1;0;0
America/Coral_Harbour;C%sT;-21600;Canada;1;1945;9;30;-1;7200;0
America/Coral_Harbour;CDT;-21600;3600;1;1942;2;9;-1;7200;2
America/Coral_Harbour;C%sT;-21600;Canada;1;1940;9;29;-1;0;0
America/Coral_Harbour;LMT;-21988;0;1;1895;1;1;-1;0;0
America/Cordoba;-03/-02;-10800;Arg;1;3999;1;1;-1;0;0
America/Cordoba;-04/-03;-14400;Arg;1;2000;3;3;-1;0;0
America/Cordoba;-03/-02;-10800;Arg;1;1999;10;3;-1;0;0
America/Cordoba;-04;-14400;0;1;1991;10;20;-1;0;0
America/Cordoba;-03/-02;-10800;Arg;1;1991;3;3;-1;0;0
America/Cordoba;-04/-03;-14400;Arg;1;1969;10;5;-1;0;0
America/Cordoba;-04;-14400;0;1;1930;12;1;-1;0;0
America/Cordoba;CMT;-15408;0;1;1920;5;1;-1;0;0
America/Cordoba;LMT;-15408;0;1;1894;10;31;-1;0;0
America/Costa_Rica;C%sT;-21600;CR;1;3999;1;1;-1;0;0
America/Costa_Rica;SJMT;-20173;0;1;1921;1;15;-1;0;0
America/Costa_Rica;LMT;-20173;0;1;1890;1;1;-1;0;0
America/Creston;MST;-25200;0;1;3999;1;1;-1;0;0
America/Creston;PST;-28800;0;1;1918;6;2;-1;0;0
America/Creston;MST;-25200;0;1;1916;10;1;-1;0;0
America/Creston;LMT;-27964;0;1;1884;1;1;-1;0;0
America/Cuiaba;-04/-03;-14400;Brazil;1;3999;1;1;-1;0;0
America/Cuiaba;-04;-14400;0;1;2004;10;1;-1;0;0
America/Cuiaba;-04/-03;-14400;Brazil;1;2003;9;24;-1;0;0
America/Cuiaba;LMT;-13460;0;1;1914;1;1;-1;0;0
America/Curacao;AST;-14400;0;1;3999;1;1;-1;0;0
America/Curacao;-0430;-16200;0;1;1965;1;1;-1;0;0
America/Curacao;LMT;-16547;0;1;1912;2;12;-1;0;0
America/Danmarkshavn;GMT;0;0;1;3999;1;1;-1;0;0
America/Danmarkshavn;-03/-02;-10800;EU;1;1996;1;1;-1;0;0
America/Danmarkshavn;-03;-10800;0;1;1980;4;6;-1;7200;0
America/Danmarkshavn;LMT;-4480;0;1;1916;7;28;-1;0;0
America/Dawson;P%sT;-28800;Canada;1;3999;1;1;-1;0;0
America/Dawson;P%sT;-28800;NT_YK;1;1980;1;1;-1;0;0
America/Dawson;Y%sT;-32400;NT_YK;1;1973;10;28;-1;0;0
America/Dawson;LMT;-33460;0;1;1900;8;20;-1;0;0
America/Dawson_Creek;MST;-25200;0;1;3999;1;1;-1;0;0
America/Dawson_Creek;P%sT;-28800;Vanc;1;1972;8;30;-1;7200;0
America/Dawson_Creek;P%sT;-28800;Canada;1;1947;1;1;-1;0;0
America/Dawson_Creek;LMT;-28856;0;1;1884;1;1;-1;0;0
America/Denver;M%sT;-25200;US;1;3999;1;1;-1;0;0
America/Denver;M%sT;-25200;Denver;1;1967;1;1;-1;0;0
America/Denver;M%sT;-25200;US;1;1946;1;1;-1;0;0
America/Denver;M%sT;-25200;Denver;1;1942;1;1;-1;0;0
America/Denver;M%sT;-25200;US;1;1920;1;1;-1;0;0
America/Denver;LMT;-25196;0;1;1883;11;18;-1;43204;0
America/Detroit;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Detroit;EST;-18000;0;1;1975;4;27;-1;7200;0
America/Detroit;E%sT;-18000;US;1;1975;1;1;-1;0;0
America/Detroit;E%sT;-18000;Detroit;1;1973;1;1;-1;0;0
America/Detroit;E%sT;-18000;US;1;1946;1;1;-1;0;0
America/Detroit;EST;-18000;0;1;1942;1;1;-1;0;0
America/Detroit;CST;-21600;0;1;1915;5;15;-1;7200;0
America/Detroit;LMT;-19931;0;1;1905;1;1;-1;0;0
America/Dominica;AST;-14400;0;1;3999;1;1;-1;0;0
America/Dominica;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Edmonton;M%sT;-25200;Canada;1;3999;1;1;-1;0;0
America/Edmonton;M%sT;-25200;Edm;1;1987;1;1;-1;0;0
America/Edmonton;LMT;-27232;0;1;1906;9;1;-1;0;0
America/Eirunepe;-05;-18000;0;1;3999;1;1;-1;0;0
America/Eirunepe;-04;-14400;0;1;2013;11;10;-1;0;0
America/Eirunepe;-05;-18000;0;1;2008;6;24;-1;0;0
America/Eirunepe;-05/-04;-18000;Brazil;1;1994;9;22;-1;0;0
America/Eirunepe;-05;-18000;0;1;1993;9;28;-1;0;0
America/Eirunepe;-05/-04;-18000;Brazil;1;1988;9;12;-1;0;0
America/Eirunepe;LMT;-16768;0;1;1914;1;1;-1;0;0
America/El_Salvador;C%sT;-21600;Salv;1;3999;1;1;-1;0;0
America/El_Salvador;LMT;-21408;0;1;1921;1;1;-1;0;0
America/Fort_Nelson;MST;-25200;0;1;3999;1;1;-1;0;0
America/Fort_Nelson;P%sT;-28800;Canada;1;2015;3;8;-1;7200;0
America/Fort_Nelson;P%sT;-28800;Vanc;1;1987;1;1;-1;0;0
America/Fort_Nelson;PST;-28800;0;1;1947;1;1;-1;0;0
America/Fort_Nelson;P%sT;-28800;Vanc;1;1946;1;1;-1;0;0
America/Fort_Nelson;LMT;-29447;0;1;1884;1;1;-1;0;0
America/Fortaleza;-03;-10800;0;1;3999;1;1;-1;0;0
America/Fortaleza;-03/-02;-10800;Brazil;1;2002;10;1;-1;0;0
America/Fortaleza;-03;-10800;0;1;2001;9;13;-1;0;0
America/Fortaleza;-03/-02;-10800;Brazil;1;2000;10;22;-1;0;0
America/Fortaleza;-03;-10800;0;1;1999;9;30;-1;0;0
America/Fortaleza;-03/-02;-10800;Brazil;1;1990;9;17;-1;0;0
America/Fortaleza;LMT;-9240;0;1;1914;1;1;-1;0;0
America/Glace_Bay;A%sT;-14400;Canada;1;3999;1;1;-1;0;0
America/Glace_Bay;A%sT;-14400;Halifax;1;1974;1;1;-1;0;0
America/Glace_Bay;AST;-14400;0;1;1972;1;1;-1;0;0
America/Glace_Bay;A%sT;-14400;Halifax;1;1954;1;1;-1;0;0
America/Glace_Bay;A%sT;-14400;Canada;1;1953;1;1;-1;0;0
America/Glace_Bay;LMT;-14388;0;1;1902;6;15;-1;0;0
America/Godthab;-03/-02;-10800;EU;1;3999;1;1;-1;0;0
America/Godthab;-03;-10800;0;1;1980;4;6;-1;7200;0
America/Godthab;LMT;-12416;0;1;1916;7;28;-1;0;0
America/Goose_Bay;A%sT;-14400;Canada;1;3999;1;1;-1;0;0
America/Goose_Bay;A%sT;-14400;StJohns;1;2011;11;1;-1;0;0
America/Goose_Bay;N%sT;-12600;StJohns;1;1966;3;15;-1;7200;0
America/Goose_Bay;N%sT;-12600;Canada;1;1946;1;1;-1;0;0
America/Goose_Bay;N%sT;-12600;StJohns;1;1942;5;11;-1;0;0
America/Goose_Bay;NST;-12600;0;1;1936;1;1;-1;0;0
America/Goose_Bay;NST;-12652;0;1;1935;3;30;-1;0;0
America/Goose_Bay;N%sT;-12652;Canada;1;1919;1;1;-1;0;0
America/Goose_Bay;NST;-12652;0;1;1918;1;1;-1;0;0
America/Goose_Bay;LMT;-14500;0;1;1884;1;1;-1;0;0
America/Grand_Turk;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Grand_Turk;AST;-14400;0;1;2018;3;11;-1;10800;0
America/Grand_Turk;E%sT;-18000;US;3;2015;11;1;1;7200;0
America/Grand_Turk;EST;-18000;0;1;1979;1;1;-1;0;0
America/Grand_Turk;KMT;-18430;0;1;1912;2;1;-1;0;0
America/Grand_Turk;LMT;-17072;0;1;1890;1;1;-1;0;0
America/Grenada;AST;-14400;0;1;3999;1;1;-1;0;0
America/Grenada;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Guadeloupe;AST;-14400;0;1;3999;1;1;-1;0;0
America/Guadeloupe;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Guatemala;C%sT;-21600;Guat;1;3999;1;1;-1;0;0
America/Guatemala;LMT;-21724;0;1;1918;10;5;-1;0;0
America/Guayaquil;-05/-04;-18000;Ecuador;1;3999;1;1;-1;0;0
America/Guayaquil;QMT;-18840;0;1;1931;1;1;-1;0;0
America/Guayaquil;LMT;-19160;0;1;1890;1;1;-1;0;0
America/Guyana;-04;-14400;0;1;3999;1;1;-1;0;0
America/Guyana;-03;-10800;0;1;1991;1;1;-1;0;0
America/Guyana;-0345;-13500;0;1;1975;7;31;-1;0;0
America/Guyana;LMT;-13960;0;1;1915;3;1;-1;0;0
America/Halifax;A%sT;-14400;Canada;1;3999;1;1;-1;0;0
America/Halifax;A%sT;-14400;Halifax;1;1974;1;1;-1;0;0
America/Halifax;A%sT;-14400;Canada;1;1946;1;1;-1;0;0
America/Halifax;A%sT;-14400;Halifax;1;1942;2;9;-1;7200;2
America/Halifax;A%sT;-14400;Canada;1;1919;1;1;-1;0;0
America/Halifax;A%sT;-14400;Halifax;1;1918;1;1;-1;0;0
America/Halifax;LMT;-15264;0;1;1902;6;15;-1;0;0
America/Havana;C%sT;-18000;Cuba;1;3999;1;1;-1;0;0
America/Havana;HMT;-19776;0;1;1925;7;19;-1;43200;0
America/Havana;LMT;-19768;0;1;1890;1;1;-1;0;0
America/Hermosillo;MST;-25200;0;1;3999;1;1;-1;0;0
America/Hermosillo;M%sT;-25200;Mexico;1;1999;1;1;-1;0;0
America/Hermosillo;PST;-28800;0;1;1970;1;1;-1;0;0
America/Hermosillo;MST;-25200;0;1;1949;1;14;-1;0;0
America/Hermosillo;CST;-21600;0;1;1942;4;24;-1;0;0
America/Hermosillo;MST;-25200;0;1;1932;4;1;-1;0;0
America/Hermosillo;CST;-21600;0;1;1931;10;1;-1;0;0
America/Hermosillo;MST;-25200;0;1;1931;5;1;-1;82800;0
America/Hermosillo;CST;-21600;0;1;1930;11;15;-1;0;0
America/Hermosillo;MST;-25200;0;1;1927;6;10;-1;82800;0
America/Hermosillo;LMT;-26632;0;1;1921;12;31;-1;84968;0
America/Indiana/Knox;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/Indiana/Knox;EST;-18000;0;1;2006;4;2;-1;7200;0
America/Indiana/Knox;C%sT;-21600;US;1;1991;10;27;-1;7200;0
America/Indiana/Knox;EST;-18000;0;1;1963;10;27;-1;7200;0
America/Indiana/Knox;C%sT;-21600;Starke;1;1962;4;29;-1;7200;0
America/Indiana/Knox;C%sT;-21600;US;1;1947;1;1;-1;0;0
America/Indiana/Knox;LMT;-20790;0;1;1883;11;18;-1;44010;0
America/Indiana/Marengo;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indiana/Marengo;EST;-18000;0;1;2006;1;1;-1;0;0
America/Indiana/Marengo;E%sT;-18000;US;1;1976;1;1;-1;0;0
America/Indiana/Marengo;CDT;-21600;3600;1;1974;10;27;-1;7200;0
America/Indiana/Marengo;E%sT;-18000;US;1;1974;1;6;-1;7200;0
America/Indiana/Marengo;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indiana/Marengo;C%sT;-21600;Marengo;1;1961;4;30;-1;7200;0
America/Indiana/Marengo;C%sT;-21600;US;1;1951;1;1;-1;0;0
America/Indiana/Marengo;LMT;-20723;0;1;1883;11;18;-1;44077;0
America/Indiana/Petersburg;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indiana/Petersburg;C%sT;-21600;US;1;2007;11;4;-1;7200;0
America/Indiana/Petersburg;EST;-18000;0;1;2006;4;2;-1;7200;0
America/Indiana/Petersburg;C%sT;-21600;US;1;1977;10;30;-1;7200;0
America/Indiana/Petersburg;EST;-18000;0;1;1966;10;30;-1;7200;0
America/Indiana/Petersburg;C%sT;-21600;Pike;1;1965;4;25;-1;7200;0
America/Indiana/Petersburg;C%sT;-21600;US;1;1955;1;1;-1;0;0
America/Indiana/Petersburg;LMT;-20947;0;1;1883;11;18;-1;43853;0
America/Indiana/Tell_City;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/Indiana/Tell_City;EST;-18000;0;1;2006;4;2;-1;7200;0
America/Indiana/Tell_City;E%sT;-18000;US;1;1971;1;1;-1;0;0
America/Indiana/Tell_City;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indiana/Tell_City;C%sT;-21600;Perry;1;1964;4;26;-1;7200;0
America/Indiana/Tell_City;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Indiana/Tell_City;LMT;-20823;0;1;1883;11;18;-1;43977;0
America/Indiana/Vevay;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indiana/Vevay;EST;-18000;0;1;2006;1;1;-1;0;0
America/Indiana/Vevay;E%sT;-18000;US;1;1973;1;1;-1;0;0
America/Indiana/Vevay;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indiana/Vevay;C%sT;-21600;US;1;1954;4;25;-1;7200;0
America/Indiana/Vevay;LMT;-20416;0;1;1883;11;18;-1;44384;0
America/Indiana/Vincennes;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indiana/Vincennes;C%sT;-21600;US;1;2007;11;4;-1;7200;0
America/Indiana/Vincennes;EST;-18000;0;1;2006;4;2;-1;7200;0
America/Indiana/Vincennes;E%sT;-18000;US;1;1971;1;1;-1;0;0
America/Indiana/Vincennes;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indiana/Vincennes;C%sT;-21600;Vincennes;1;1964;4;26;-1;7200;0
America/Indiana/Vincennes;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Indiana/Vincennes;LMT;-21007;0;1;1883;11;18;-1;43793;0
America/Indiana/Winamac;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indiana/Winamac;C%sT;-21600;US;1;2007;3;11;-1;7200;0
America/Indiana/Winamac;EST;-18000;0;1;2006;4;2;-1;7200;0
America/Indiana/Winamac;E%sT;-18000;US;1;1971;1;1;-1;0;0
America/Indiana/Winamac;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indiana/Winamac;C%sT;-21600;Pulaski;1;1961;4;30;-1;7200;0
America/Indiana/Winamac;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Indiana/Winamac;LMT;-20785;0;1;1883;11;18;-1;44015;0
America/Indianapolis;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Indianapolis;EST;-18000;0;1;2006;1;1;-1;0;0
America/Indianapolis;E%sT;-18000;US;1;1971;1;1;-1;0;0
America/Indianapolis;EST;-18000;0;1;1969;1;1;-1;0;0
America/Indianapolis;CST;-21600;0;1;1958;4;27;-1;7200;0
America/Indianapolis;EST;-18000;0;1;1957;9;29;-1;7200;0
America/Indianapolis;C%sT;-21600;Indianapolis;1;1955;4;24;-1;7200;0
America/Indianapolis;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Indianapolis;C%sT;-21600;Indianapolis;1;1942;1;1;-1;0;0
America/Indianapolis;C%sT;-21600;US;1;1920;1;1;-1;0;0
America/Indianapolis;LMT;-20678;0;1;1883;11;18;-1;44122;0
America/Inuvik;M%sT;-25200;Canada;1;3999;1;1;-1;0;0
America/Inuvik;M%sT;-25200;NT_YK;1;1980;1;1;-1;0;0
America/Inuvik;P%sT;-28800;NT_YK;2;1979;4;-1;1;7200;0
America/Inuvik;-00;0;0;1;1953;1;1;-1;0;0
America/Iqaluit;E%sT;-18000;Canada;1;3999;1;1;-1;0;0
America/Iqaluit;C%sT;-21600;Canada;1;2000;10;29;-1;7200;0
America/Iqaluit;E%sT;-18000;NT_YK;1;1999;10;31;-1;7200;0
America/Iqaluit;-00;0;0;1;1942;8;1;-1;0;0
America/Jamaica;EST;-18000;0;1;3999;1;1;-1;0;0
America/Jamaica;E%sT;-18000;US;1;1984;1;1;-1;0;0
America/Jamaica;EST;-18000;0;1;1974;1;1;-1;0;0
America/Jamaica;KMT;-18430;0;1;1912;2;1;-1;0;0
America/Jamaica;LMT;-18430;0;1;1890;1;1;-1;0;0
America/Jujuy;-03;-10800;0;1;3999;1;1;-1;0;0
America/Jujuy;-03/-02;-10800;Arg;1;2008;10;18;-1;0;0
America/Jujuy;-04/-03;-14400;Arg;1;2000;3;3;-1;0;0
America/Jujuy;-03/-02;-10800;Arg;1;1999;10;3;-1;0;0
America/Jujuy;-02;-10800;3600;1;1992;1;1;-1;0;0
America/Jujuy;-04;-14400;0;1;1991;10;6;-1;0;0
America/Jujuy;-03;-14400;3600;1;1991;3;17;-1;0;0
America/Jujuy;-04;-14400;0;1;1990;10;28;-1;0;0
America/Jujuy;-03/-02;-10800;Arg;1;1990;3;4;-1;0;0
America/Jujuy;-04/-03;-14400;Arg;1;1969;10;5;-1;0;0
America/Jujuy;-04;-14400;0;1;1930;12;1;-1;0;0
America/Jujuy;CMT;-15408;0;1;1920;5;1;-1;0;0
America/Jujuy;LMT;-15672;0;1;1894;10;31;-1;0;0
America/Juneau;AK%sT;-32400;US;1;3999;1;1;-1;0;0
America/Juneau;Y%sT;-32400;US;1;1983;11;30;-1;0;0
America/Juneau;P%sT;-28800;US;1;1983;10;30;-1;7200;0
America/Juneau;Y%sT;-32400;US;1;1980;10;26;-1;7200;0
America/Juneau;P%sT;-28800;US;1;1980;4;27;-1;7200;0
America/Juneau;PST;-28800;0;1;1969;1;1;-1;0;0
America/Juneau;P%sT;-28800;US;1;1946;1;1;-1;0;0
America/Juneau;PST;-28800;0;1;1942;1;1;-1;0;0
America/Juneau;LMT;-32261;0;1;1900;8;20;-1;43200;0
America/Juneau;LMT;54139;0;1;1867;10;19;-1;56012;0
America/Kentucky/Monticello;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Kentucky/Monticello;C%sT;-21600;US;1;2000;10;29;-1;7200;0
America/Kentucky/Monticello;CST;-21600;0;1;1968;1;1;-1;0;0
America/Kentucky/Monticello;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Kentucky/Monticello;LMT;-20364;0;1;1883;11;18;-1;44436;0
America/Kralendijk;AST;-14400;0;1;3999;1;1;-1;0;0
America/Kralendijk;-0430;-16200;0;1;1965;1;1;-1;0;0
America/Kralendijk;LMT;-16547;0;1;1912;2;12;-1;0;0
America/La_Paz;-04;-14400;0;1;3999;1;1;-1;0;0
America/La_Paz;BST;-16356;3600;1;1932;3;21;-1;0;0
America/La_Paz;CMT;-16356;0;1;1931;10;15;-1;0;0
America/La_Paz;LMT;-16356;0;1;1890;1;1;-1;0;0
America/Lima;-05/-04;-18000;Peru;1;3999;1;1;-1;0;0
America/Lima;LMT;-18516;0;1;1908;7;28;-1;0;0
America/Lima;LMT;-18492;0;1;1890;1;1;-1;0;0
America/Los_Angeles;P%sT;-28800;US;1;3999;1;1;-1;0;0
America/Los_Angeles;P%sT;-28800;CA;1;1967;1;1;-1;0;0
America/Los_Angeles;P%sT;-28800;US;1;1946;1;1;-1;0;0
America/Los_Angeles;LMT;-28378;0;1;1883;11;18;-1;43622;0
America/Louisville;E%sT;-18000;US;1;3999;1;1;-1;0;0
America/Louisville;CDT;-21600;3600;1;1974;10;27;-1;7200;0
America/Louisville;E%sT;-18000;US;1;1974;1;6;-1;7200;0
America/Louisville;EST;-18000;0;1;1968;1;1;-1;0;0
America/Louisville;C%sT;-21600;Louisville;1;1961;7;23;-1;7200;0
America/Louisville;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Louisville;C%sT;-21600;Louisville;1;1942;1;1;-1;0;0
America/Louisville;C%sT;-21600;US;1;1921;1;1;-1;0;0
America/Louisville;LMT;-20582;0;1;1883;11;18;-1;44218;0
America/Lower_Princes;AST;-14400;0;1;3999;1;1;-1;0;0
America/Lower_Princes;-0430;-16200;0;1;1965;1;1;-1;0;0
America/Lower_Princes;LMT;-16547;0;1;1912;2;12;-1;0;0
America/Maceio;-03;-10800;0;1;3999;1;1;-1;0;0
America/Maceio;-03/-02;-10800;Brazil;1;2002;10;1;-1;0;0
America/Maceio;-03;-10800;0;1;2001;9;13;-1;0;0
America/Maceio;-03/-02;-10800;Brazil;1;2000;10;22;-1;0;0
America/Maceio;-03;-10800;0;1;1999;9;30;-1;0;0
America/Maceio;-03/-02;-10800;Brazil;1;1996;9;4;-1;0;0
America/Maceio;-03;-10800;0;1;1995;10;13;-1;0;0
America/Maceio;-03/-02;-10800;Brazil;1;1990;9;17;-1;0;0
America/Maceio;LMT;-8572;0;1;1914;1;1;-1;0;0
America/Managua;C%sT;-21600;Nic;1;3999;1;1;-1;0;0
America/Managua;EST;-18000;0;1;1997;1;1;-1;0;0
America/Managua;CST;-21600;0;1;1993;1;1;-1;0;0
America/Managua;EST;-18000;0;1;1992;9;24;-1;0;0
America/Managua;C%sT;-21600;Nic;1;1992;1;1;-1;14400;0
America/Managua;EST;-18000;0;1;1975;2;16;-1;0;0
America/Managua;CST;-21600;0;1;1973;5;1;-1;0;0
America/Managua;MMT;-20712;0;1;1934;6;23;-1;0;0
America/Managua;LMT;-20708;0;1;1890;1;1;-1;0;0
America/Manaus;-04;-14400;0;1;3999;1;1;-1;0;0
America/Manaus;-04/-03;-14400;Brazil;1;1994;9;22;-1;0;0
America/Manaus;-04;-14400;0;1;1993;9;28;-1;0;0
America/Manaus;-04/-03;-14400;Brazil;1;1988;9;12;-1;0;0
America/Manaus;LMT;-14404;0;1;1914;1;1;-1;0;0
America/Marigot;AST;-14400;0;1;3999;1;1;-1;0;0
America/Marigot;LMT;-14764;0;1;1912;3;2;-1;0;0
America/Martinique;AST;-14400;0;1;3999;1;1;-1;0;0
America/Martinique;ADT;-14400;3600;1;1980;9;28;-1;0;0
America/Martinique;AST;-14400;0;1;1980;4;6;-1;0;0
America/Martinique;FFMT;-14660;0;1;1911;5;1;-1;0;0
America/Martinique;LMT;-14660;0;1;1890;1;1;-1;0;0
America/Matamoros;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/Matamoros;C%sT;-21600;Mexico;1;2010;1;1;-1;0;0
America/Matamoros;C%sT;-21600;US;1;1989;1;1;-1;0;0
America/Matamoros;CST;-21600;0;1;1988;1;1;-1;0;0
America/Matamoros;LMT;-24000;0;1;1921;12;31;-1;84000;0
America/Mazatlan;M%sT;-25200;Mexico;1;3999;1;1;-1;0;0
America/Mazatlan;PST;-28800;0;1;1970;1;1;-1;0;0
America/Mazatlan;MST;-25200;0;1;1949;1;14;-1;0;0
America/Mazatlan;CST;-21600;0;1;1942;4;24;-1;0;0
America/Mazatlan;MST;-25200;0;1;1932;4;1;-1;0;0
America/Mazatlan;CST;-21600;0;1;1931;10;1;-1;0;0
America/Mazatlan;MST;-25200;0;1;1931;5;1;-1;82800;0
America/Mazatlan;CST;-21600;0;1;1930;11;15;-1;0;0
America/Mazatlan;MST;-25200;0;1;1927;6;10;-1;82800;0
America/Mazatlan;LMT;-25540;0;1;1921;12;31;-1;86060;0
America/Mendoza;-03;-10800;0;1;3999;1;1;-1;0;0
America/Mendoza;-03/-02;-10800;Arg;1;2008;10;18;-1;0;0
America/Mendoza;-04;-14400;0;1;2004;9;26;-1;0;0
America/Mendoza;-03;-10800;0;1;2004;5;23;-1;0;0
America/Mendoza;-04/-03;-14400;Arg;1;2000;3;3;-1;0;0
America/Mendoza;-03/-02;-10800;Arg;1;1999;10;3;-1;0;0
America/Mendoza;-04;-14400;0;1;1992;10;18;-1;0;0
America/Mendoza;-03;-14400;3600;1;1992;3;1;-1;0;0
America/Mendoza;-04;-14400;0;1;1991;10;15;-1;0;0
America/Mendoza;-03;-14400;3600;1;1991;3;1;-1;0;0
America/Mendoza;-04;-14400;0;1;1990;10;15;-1;0;0
America/Mendoza;-03/-02;-10800;Arg;1;1990;3;4;-1;0;0
America/Mendoza;-04/-03;-14400;Arg;1;1969;10;5;-1;0;0
America/Mendoza;-04;-14400;0;1;1930;12;1;-1;0;0
America/Mendoza;CMT;-15408;0;1;1920;5;1;-1;0;0
America/Mendoza;LMT;-16516;0;1;1894;10;31;-1;0;0
America/Menominee;C%sT;-21600;US;1;3999;1;1;-1;0;0
America/Menominee;EST;-18000;0;1;1973;4;29;-1;7200;0
America/Menominee;C%sT;-21600;Menominee;1;1969;4;27;-1;7200;0
America/Menominee;C%sT;-21600;US;1;1946;1;1;-1;0;0
America/Menominee;LMT;-21027;0;1;1885;9;18;-1;43200;0
America/Merida;C%sT;-21600;Mexico;1;3999;1;1;-1;0;0
America/Merida;EST;-18000;0;1;1982;12;2;-1;0;0
America/Merida;CST;-21600;0;1;1981;12;23;-1;0;0
America/Merida;LMT;-21508;0;1;1922;1;1;-1;92;0
America/Metlakatla;AK%sT;-32400;US;1;3999;1;1;-1;0;0
America/Metlakatla;PST;-28800;0;1;2015;11;1;-1;7200;0
America/Metlakatla;P%sT;-28800;US;1;1983;10;30;-1;7200;0
America/Metlakatla;PST;-28800;0;1;1969;1;1;-1;0;0
America/Metlakatla;P%sT;-28800;US;1;1946;1;1;-1;0;0
America/Metlakatla;PST;-28800;0;1;1942;1;1;-1;0;0
America/Metlakatla;LMT;-31578;0;1;1900;8;20;-1;43200;0
America/Metlakatla;LMT;54822;0;1;1867;10;19;-1;56695;0
America/Mexico_City;C%sT;-21600;Mexico;1;3999;1;1;-1;0;0
America/Mexico_City;CST;-21600;0;1;2002;2;20;-1;0;0
America/Mexico_City;C%sT;-21600;Mexico;1;2001;9;30;-1;7200;0
America/Mexico_City;MST;-25200;0;1;1932;4;1;-1;0;0
America/Mexico_City;CST;-21600;0;1;1931;10;1;-1;0;0
America/Mexico_City;MST;-25200;0;1;1931;5;1;-1;82800;0
America/Mexico_City;CST;-21600;0;1;1930;11;15;-1;0;0
America/Mexico_City;MST;-25200;0;1;1927;6;10;-1;82800;0
America/Mexico_City;LMT;-23796;0;1;1922;1;1;-1;1404;0
America/Miquelon;-03/-02;-10800;Canada;1;3999;1;1;-1;0;0
America/Miquelon;-03;-10800;0;1;1987;1;1;-1;0;0
