# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_saving.txt
# saving;from;to;dstmode;dstmonth;dstday;dstDOW;dstseconds;dsttimeType;dstoffset;dstletter;mode;month;day;DOW;seconds;timeType;letter

Cuba;1975;1977;2;4;-1;1;0;0;3600;D;2;10;-1;1;0;0;S
Cuba;1972;1974;2;4;-1;1;0;0;3600;D;1;10;8;-1;0;0;S
Cuba;1969;1971;2;4;-1;1;0;0;3600;D;2;10;-1;1;0;0;S
Cuba;1968;1968;1;4;14;-1;0;0;3600;D;3;9;8;1;0;0;S
Cuba;1967;1967;1;4;8;-1;0;0;3600;D;3;9;8;1;0;0;S
Cuba;1966;1966;1;5;29;-1;0;0;3600;D;1;10;2;-1;0;0;S
Cuba;1965;1965;1;6;1;-1;0;0;3600;D;1;9;30;-1;0;0;S
Cuba;1945;1946;3;6;1;1;0;0;3600;D;3;9;1;1;0;0;S
Cuba;1940;1942;3;6;1;1;0;0;3600;D;3;9;1;1;0;0;S
Cuba;1928;1928;1;6;10;-1;0;0;3600;D;1;10;10;-1;0;0;S
Cyprus;1998;1998;2;3;-1;1;0;0;3600;S;0;0;0;0;0;0;$
Cyprus;1981;1997;2;3;-1;1;0;0;3600;S;2;9;-1;1;0;0;$
Cyprus;1979;1980;3;4;1;1;0;0;3600;S;2;9;-1;1;0;0;$
Cyprus;1978;1978;3;4;1;1;0;0;3600;S;1;10;2;-1;0;0;$
Cyprus;1977;1977;3;4;1;1;0;0;3600;S;1;9;25;-1;0;0;$
Cyprus;1976;1976;1;5;15;-1;0;0;3600;S;1;10;11;-1;0;0;$
Cyprus;1975;1975;1;4;13;-1;0;0;3600;S;1;10;12;-1;0;0;$
Czech;1949;1949;1;4;9;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Czech;1947;1948;3;4;15;1;7200;2;3600;S;3;10;1;1;7200;2;$
Czech;1946;1946;1;5;6;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Czech;1945;1945;3;4;1;2;7200;2;3600;S;1;10;1;-1;7200;2;$
DR;1974;1974;0;0;0;0;0;0;0;$;1;1;21;-1;0;0;EST
DR;1972;1973;2;10;-1;1;0;0;1800;-0430;1;1;21;-1;0;0;EST
DR;1971;1971;2;10;-1;1;0;0;1800;-0430;1;1;20;-1;0;0;EST
DR;1970;1970;2;10;-1;1;0;0;1800;-0430;1;2;21;-1;0;0;EST
DR;1969;1969;2;10;-1;1;0;0;1800;-0430;0;0;0;0;0;0;$
DR;1967;1967;0;0;0;0;0;0;0;$;1;2;28;-1;0;0;EST
DR;1966;1966;1;10;30;-1;0;0;3600;EDT;0;0;0;0;0;0;$
Denmark;1948;1948;1;5;9;-1;7200;2;3600;S;1;8;8;-1;7200;2;$
Denmark;1947;1947;1;5;4;-1;7200;2;3600;S;1;8;10;-1;7200;2;$
Denmark;1946;1946;1;5;1;-1;7200;2;3600;S;1;9;1;-1;7200;2;$
Denmark;1945;1945;1;4;2;-1;7200;2;3600;S;1;8;15;-1;7200;2;$
Denmark;1940;1940;1;5;15;-1;0;0;3600;S;0;0;0;0;0;0;$
Denmark;1916;1916;1;5;14;-1;82800;0;3600;S;1;9;30;-1;82800;0;$
Denver;1965;1966;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Denver;1921;1921;2;3;-1;1;7200;0;3600;D;1;5;22;-1;7200;0;S
Denver;1920;1920;2;3;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Detroit;1948;1948;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Dhaka;2009;2009;1;6;19;-1;82800;0;3600;$;1;12;31;-1;86400;0;$
E-Eur;1996;3999;2;3;-1;1;0;0;3600;S;2;10;-1;1;0;0;$
E-Eur;1981;1995;2;3;-1;1;0;0;3600;S;2;9;-1;1;0;0;$
E-Eur;1979;1980;3;4;1;1;0;0;3600;S;2;9;-1;1;0;0;$
E-Eur;1978;1978;3;4;1;1;0;0;3600;S;1;10;1;-1;0;0;$
E-Eur;1977;1977;3;4;1;1;0;0;3600;S;2;9;-1;1;0;0;$
E-EurAsia;1996;3999;2;3;-1;1;0;0;3600;$;2;10;-1;1;0;0;$
E-EurAsia;1981;1995;2;3;-1;1;0;0;3600;$;2;9;-1;1;0;0;$
E-EurAsia;1979;1980;0;0;0;0;0;0;0;$;2;9;-1;1;0;0;$
EU;1996;3999;2;3;-1;1;3600;1;3600;S;2;10;-1;1;3600;1;$
EU;1981;1995;2;3;-1;1;3600;1;3600;S;2;9;-1;1;3600;1;$
EU;1979;1980;3;4;1;1;3600;1;3600;S;2;9;-1;1;3600;1;$
EU;1978;1978;3;4;1;1;3600;1;3600;S;1;10;1;-1;3600;1;$
EU;1977;1977;3;4;1;1;3600;1;3600;S;2;9;-1;1;3600;1;$
EUAsia;1996;3999;2;3;-1;1;3600;1;3600;S;2;10;-1;1;3600;1;$
EUAsia;1981;1995;2;3;-1;1;3600;1;3600;S;2;9;-1;1;3600;1;$
EUAsia;1979;1980;0;0;0;0;0;0;0;$;2;9;-1;1;3600;1;$
Ecuador;1993;1993;0;0;0;0;0;0;0;$;1;2;5;-1;0;0;$
Ecuador;1992;1992;1;11;28;-1;0;0;3600;$;0;0;0;0;0;0;$
Edm;1987;2006;0;0;0;0;0;0;0;$;2;10;-1;1;7200;0;S
Edm;1972;1986;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Edm;1969;1969;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Edm;1967;1967;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Edm;1947;1947;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Edm;1945;1945;1;8;14;-1;82800;1;3600;P;2;9;-1;1;7200;0;S
Edm;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
Edm;1921;1923;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Edm;1920;1920;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Edm;1919;1919;3;4;8;1;7200;0;3600;D;1;5;27;-1;7200;0;S
Edm;1918;1918;3;4;8;1;7200;0;3600;D;1;10;27;-1;7200;0;S
Egypt;2014;2014;1;7;31;-1;86400;0;3600;S;2;9;-1;5;86400;0;$
Egypt;2014;2014;1;5;15;-1;86400;0;3600;S;1;6;26;-1;86400;0;$
Egypt;2010;2010;1;9;9;-1;86400;0;3600;S;2;9;-1;5;86400;0;$
Egypt;2010;2010;2;4;-1;6;0;2;3600;S;1;8;10;-1;86400;0;$
Egypt;2009;2009;2;4;-1;6;0;2;3600;S;1;8;20;-1;86400;0;$
Egypt;2008;2008;2;4;-1;6;0;2;3600;S;2;8;-1;5;86400;0;$
Egypt;2007;2007;2;4;-1;6;0;2;3600;S;3;9;1;5;86400;0;$
Egypt;2006;2006;2;4;-1;6;0;2;3600;S;1;9;21;-1;86400;0;$
Egypt;1995;2005;2;4;-1;6;0;2;3600;S;2;9;-1;5;86400;0;$
Egypt;1990;1994;1;5;1;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1989;1989;1;5;6;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1984;1988;1;5;1;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1983;1983;1;7;12;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1982;1982;1;7;25;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1966;1981;1;5;1;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
Egypt;1959;1965;1;5;1;-1;3600;0;3600;S;1;9;30;-1;10800;0;$
Egypt;1958;1958;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Egypt;1957;1957;1;5;10;-1;0;0;3600;S;1;10;1;-1;0;0;$
Egypt;1945;1945;1;4;16;-1;0;0;3600;S;1;11;1;-1;0;0;$
Egypt;1943;1944;1;4;1;-1;0;0;3600;S;1;11;1;-1;0;0;$
Egypt;1942;1942;1;4;1;-1;0;0;3600;S;1;10;27;-1;0;0;$
Egypt;1941;1941;1;4;15;-1;0;0;3600;S;1;9;16;-1;0;0;$
Egypt;1940;1940;1;7;15;-1;0;0;3600;S;1;10;1;-1;0;0;$
EgyptAsia;1967;1967;1;5;1;-1;3600;0;3600;S;0;0;0;0;0;0;$
EgyptAsia;1966;1966;1;5;1;-1;3600;0;3600;S;1;10;1;-1;10800;0;$
EgyptAsia;1959;1965;1;5;1;-1;3600;0;3600;S;1;9;30;-1;10800;0;$
EgyptAsia;1958;1958;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
EgyptAsia;1957;1957;1;5;10;-1;0;0;3600;S;1;10;1;-1;0;0;$
Eire;1996;3999;2;10;-1;1;3600;1;-3600;$;2;3;-1;1;3600;1;$
Eire;1990;1995;3;10;22;1;3600;1;-3600;$;2;3;-1;1;3600;1;$
Eire;1981;1989;3;10;23;1;3600;1;-3600;$;2;3;-1;1;3600;1;$
Eire;1972;1980;3;10;23;1;7200;1;-3600;$;3;3;16;1;7200;1;$
Eire;1971;1971;1;10;31;-1;7200;1;-3600;$;0;0;0;0;0;0;$
Falk;2001;2010;3;9;1;1;7200;0;3600;$;3;4;15;1;7200;0;$
Falk;1986;2000;3;9;9;1;0;0;3600;$;3;4;16;1;0;0;$
Falk;1985;1985;3;9;9;1;0;0;3600;$;2;4;-1;1;0;0;$
Falk;1984;1984;1;9;16;-1;0;0;3600;$;2;4;-1;1;0;0;$
Falk;1983;1983;2;9;-1;1;0;0;3600;$;0;0;0;0;0;0;$
Falk;1943;1943;0;0;0;0;0;0;0;$;1;1;1;-1;0;0;$
Falk;1940;1942;2;9;-1;1;0;0;3600;$;3;3;19;1;0;0;$
Falk;1939;1939;1;10;1;-1;0;0;3600;$;3;3;19;1;0;0;$
Falk;1938;1938;2;9;-1;1;0;0;3600;$;3;3;19;1;0;0;$
Falk;1937;1937;2;9;-1;1;0;0;3600;$;0;0;0;0;0;0;$
Fiji;2015;3999;3;11;1;1;7200;0;3600;$;3;1;13;1;10800;0;$
Fiji;2014;2014;3;11;1;1;7200;0;3600;$;3;1;18;1;7200;0;$
Fiji;2012;2013;3;10;21;1;7200;0;3600;$;3;1;18;1;10800;0;$
Fiji;2011;2011;3;10;21;1;7200;0;3600;$;3;3;1;1;10800;0;$
Fiji;2010;2010;3;10;21;1;7200;0;3600;$;2;3;-1;1;10800;0;$
Fiji;2009;2009;1;11;29;-1;7200;0;3600;$;0;0;0;0;0;0;$
Fiji;2000;2000;0;0;0;0;0;0;0;$;2;2;-1;1;10800;0;$
Fiji;1999;1999;3;11;1;1;7200;0;3600;$;2;2;-1;1;10800;0;$
Fiji;1998;1998;3;11;1;1;7200;0;3600;$;0;0;0;0;0;0;$
Finland;1981;1982;2;3;-1;1;7200;0;3600;S;2;9;-1;1;10800;0;$
Finland;1942;1942;1;4;2;-1;86400;0;3600;S;1;10;4;-1;3600;0;$
France;1976;1976;1;3;28;-1;3600;0;3600;S;1;9;26;-1;3600;0;$
France;1945;1945;1;4;2;-1;7200;0;7200;M;1;9;16;-1;10800;0;$
France;1944;1944;1;10;8;-1;3600;0;3600;S;0;0;0;0;0;0;$
France;1944;1944;1;4;3;-1;7200;0;7200;M;0;0;0;0;0;0;$
France;1943;1943;1;10;4;-1;10800;0;3600;S;0;0;0;0;0;0;$
France;1943;1943;1;3;29;-1;7200;0;7200;M;0;0;0;0;0;0;$
France;1942;1942;1;11;2;-1;10800;0;3600;S;0;0;0;0;0;0;$
France;1942;1942;1;3;9;-1;0;0;7200;M;0;0;0;0;0;0;$
France;1941;1941;1;10;6;-1;0;0;3600;S;0;0;0;0;0;0;$
France;1941;1941;1;5;5;-1;0;0;7200;M;0;0;0;0;0;0;$
France;1940;1940;1;2;25;-1;7200;0;3600;S;0;0;0;0;0;0;$
France;1939;1939;1;4;15;-1;82800;2;3600;S;1;11;18;-1;82800;2;$
France;1938;1938;1;3;26;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1937;1937;1;4;3;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1936;1936;1;4;18;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1935;1935;1;3;30;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1934;1934;1;4;7;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1933;1933;1;3;25;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1932;1932;1;4;2;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1931;1931;1;4;18;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1930;1930;1;4;12;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1929;1929;1;4;20;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1928;1928;1;4;14;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1927;1927;1;4;9;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1926;1926;1;4;17;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1925;1925;1;4;4;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1924;1924;1;3;29;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1923;1923;1;5;26;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1922;1922;1;3;25;-1;82800;2;3600;S;3;10;1;7;82800;2;$
France;1921;1921;1;3;14;-1;82800;2;3600;S;1;10;25;-1;82800;2;$
France;1920;1920;1;2;14;-1;82800;2;3600;S;1;10;23;-1;82800;2;$
France;1919;1919;1;3;1;-1;82800;2;3600;S;3;10;1;1;82800;2;$
France;1918;1918;1;3;9;-1;82800;2;3600;S;3;10;1;1;82800;2;$
France;1917;1917;1;3;24;-1;82800;2;3600;S;3;10;1;1;82800;2;$
France;1916;1916;1;6;14;-1;82800;2;3600;S;3;10;1;1;82800;2;$
GB-Eire;1990;1995;2;3;-1;1;3600;1;3600;BST;3;10;22;1;3600;1;GMT
GB-Eire;1981;1989;2;3;-1;1;3600;1;3600;BST;3;10;23;1;3600;1;GMT
GB-Eire;1972;1980;3;3;16;1;7200;2;3600;BST;3;10;23;1;7200;2;GMT
GB-Eire;1968;1968;1;2;18;-1;7200;2;3600;BST;3;10;23;1;7200;2;GMT
GB-Eire;1964;1967;3;3;19;1;7200;2;3600;BST;3;10;23;1;7200;2;GMT
GB-Eire;1961;1963;2;3;-1;1;7200;2;3600;BST;3;10;23;1;7200;2;GMT
GB-Eire;1960;1960;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1958;1959;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1957;1957;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1955;1956;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1954;1954;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1953;1953;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1950;1952;3;4;14;1;7200;2;3600;BST;3;10;21;1;7200;2;GMT
GB-Eire;1949;1949;1;4;3;-1;7200;2;3600;BST;1;10;30;-1;7200;2;GMT
GB-Eire;1948;1948;1;3;14;-1;7200;2;3600;BST;1;10;31;-1;7200;2;GMT
GB-Eire;1947;1947;1;8;10;-1;3600;2;3600;BST;1;11;2;-1;7200;2;GMT
GB-Eire;1947;1947;1;4;13;-1;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1947;1947;1;3;16;-1;7200;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1946;1946;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1945;1945;3;7;9;1;3600;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1945;1945;3;4;2;2;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1944;1944;3;9;16;1;3600;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1944;1944;3;4;2;1;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1943;1943;3;8;9;1;3600;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1943;1943;3;4;2;1;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1942;1942;3;8;9;1;3600;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1942;1942;3;4;2;1;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1941;1941;3;8;9;1;3600;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1941;1941;3;5;2;1;3600;2;7200;BDST;0;0;0;0;0;0;$
GB-Eire;1940;1940;3;2;23;1;7200;2;3600;BST;0;0;0;0;0;0;$
GB-Eire;1939;1939;3;4;16;1;7200;2;3600;BST;3;11;16;1;7200;2;GMT
GB-Eire;1938;1938;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1936;1937;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1935;1935;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1934;1934;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1933;1933;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1931;1932;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1930;1930;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1928;1929;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1927;1927;3;4;9;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1925;1926;3;4;16;1;7200;2;3600;BST;3;10;2;1;7200;2;GMT
GB-Eire;1924;1924;3;4;9;1;7200;2;3600;BST;3;9;16;1;7200;2;GMT
GB-Eire;1923;1923;3;4;16;1;7200;2;3600;BST;3;9;16;1;7200;2;GMT
GB-Eire;1922;1922;1;3;26;-1;7200;2;3600;BST;1;10;8;-1;7200;2;GMT
GB-Eire;1921;1921;1;4;3;-1;7200;2;3600;BST;1;10;3;-1;7200;2;GMT
GB-Eire;1920;1920;1;3;28;-1;7200;2;3600;BST;1;10;25;-1;7200;2;GMT
GB-Eire;1919;1919;1;3;30;-1;7200;2;3600;BST;1;9;29;-1;7200;2;GMT
GB-Eire;1918;1918;1;3;24;-1;7200;2;3600;BST;1;9;30;-1;7200;2;GMT
GB-Eire;1917;1917;1;4;8;-1;7200;2;3600;BST;1;9;17;-1;7200;2;GMT
GB-Eire;1916;1916;1;5;21;-1;7200;2;3600;BST;1;10;1;-1;7200;2;GMT
Germany;1949;1949;1;4;10;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Germany;1948;1948;1;4;18;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Germany;1947;1947;1;6;29;-1;10800;0;3600;S;3;10;1;1;7200;2;$
Germany;1947;1947;1;5;11;-1;7200;2;7200;M;0;0;0;0;0;0;$
Germany;1947;1947;1;4;6;-1;10800;2;3600;S;0;0;0;0;0;0;$
Germany;1946;1946;1;4;14;-1;7200;2;3600;S;1;10;7;-1;7200;2;$
Ghana;1920;1942;1;9;1;-1;0;0;1200;$;1;12;31;-1;0;0;$
Greece;1980;1980;1;4;1;-1;0;0;3600;S;1;9;28;-1;0;0;$
Greece;1979;1979;1;4;1;-1;32400;0;3600;S;1;9;29;-1;7200;0;$
Greece;1978;1978;3;4;1;1;7200;2;3600;S;1;9;24;-1;14400;0;$
Greece;1977;1977;3;4;1;1;7200;2;3600;S;1;9;26;-1;7200;2;$
Greece;1976;1976;1;4;11;-1;7200;2;3600;S;1;10;10;-1;7200;2;$
Greece;1975;1975;1;4;12;-1;0;2;3600;S;1;11;26;-1;0;2;$
Greece;1952;1952;1;7;1;-1;0;0;3600;S;1;11;2;-1;0;0;$
Greece;1943;1943;1;3;30;-1;0;0;3600;S;1;10;4;-1;0;0;$
Greece;1942;1942;0;0;0;0;0;0;0;$;1;11;2;-1;10800;0;$
Greece;1941;1941;1;4;7;-1;0;0;3600;S;0;0;0;0;0;0;$
Greece;1932;1932;1;7;7;-1;0;0;3600;S;1;9;1;-1;0;0;$
Guat;2006;2006;1;4;30;-1;0;0;3600;D;1;10;1;-1;0;0;S
Guat;1991;1991;1;3;23;-1;0;0;3600;D;1;9;7;-1;0;0;S
Guat;1983;1983;1;5;21;-1;0;0;3600;D;1;9;22;-1;0;0;S
Guat;1974;1974;0;0;0;0;0;0;0;$;1;2;24;-1;0;0;S
Guat;1973;1973;1;11;25;-1;0;0;3600;D;0;0;0;0;0;0;$
HK;1979;1979;3;5;8;1;12600;0;3600;S;3;10;16;1;12600;0;$
HK;1974;1976;3;4;16;1;12600;0;3600;S;3;10;16;1;12600;0;$
HK;1973;1973;1;12;30;-1;12600;0;3600;S;0;0;0;0;0;0;$
HK;1973;1973;3;4;16;1;12600;0;3600;S;3;10;16;1;12600;0;$
HK;1965;1972;3;4;16;1;12600;0;3600;S;3;10;16;1;12600;0;$
HK;1955;1964;3;3;18;1;12600;0;3600;S;3;11;1;1;12600;0;$
HK;1954;1954;3;3;18;1;12600;0;3600;S;1;10;31;-1;12600;0;$
HK;1953;1953;3;4;1;1;12600;0;3600;S;1;11;1;-1;12600;0;$
HK;1952;1952;3;4;1;1;12600;0;3600;S;1;10;25;-1;12600;0;$
HK;1949;1951;3;4;1;1;12600;0;3600;S;2;10;-1;1;12600;0;$
HK;1948;1948;1;5;2;-1;12600;0;3600;S;2;10;-1;1;12600;0;$
HK;1947;1947;1;4;13;-1;12600;0;3600;S;1;12;30;-1;12600;0;$
HK;1946;1946;1;4;20;-1;12600;0;3600;S;1;12;1;-1;12600;0;$
HK;1941;1941;1;4;1;-1;12600;0;3600;S;1;9;30;-1;12600;0;$
Haiti;2017;3999;3;3;8;1;7200;0;3600;D;3;11;1;1;7200;0;S
Haiti;2012;2015;3;3;8;1;7200;0;3600;D;3;11;1;1;7200;0;S
Haiti;2005;2006;3;4;1;1;0;0;3600;D;2;10;-1;1;0;0;S
Haiti;1988;1997;3;4;1;1;3600;2;3600;D;2;10;-1;1;3600;2;S
Haiti;1984;1987;2;4;-1;1;0;0;3600;D;2;10;-1;1;0;0;S
Haiti;1983;1983;1;5;8;-1;0;0;3600;D;2;10;-1;1;0;0;S
Halifax;1962;1973;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Halifax;1956;1959;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Halifax;1951;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Halifax;1946;1949;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Halifax;1940;1941;3;5;1;1;0;0;3600;D;3;9;24;2;0;0;S
Halifax;1939;1939;1;5;28;-1;0;0;3600;D;3;9;24;2;0;0;S
Halifax;1937;1938;3;5;1;1;0;0;3600;D;3;9;24;2;0;0;S
Halifax;1936;1936;1;6;1;-1;0;0;3600;D;1;9;14;-1;0;0;S
Halifax;1935;1935;1;6;2;-1;0;0;3600;D;1;9;30;-1;0;0;S
Halifax;1934;1934;1;5;20;-1;0;0;3600;D;1;9;16;-1;0;0;S
Halifax;1933;1933;1;4;30;-1;0;0;3600;D;1;10;2;-1;0;0;S
Halifax;1932;1932;1;5;1;-1;0;0;3600;D;3;9;24;2;0;0;S
Halifax;1931;1931;3;5;8;1;0;0;3600;D;3;9;24;2;0;0;S
Halifax;1930;1930;3;5;8;1;0;0;3600;D;1;9;15;-1;0;0;S
Halifax;1929;1929;3;5;8;1;0;0;3600;D;1;9;3;-1;0;0;S
Halifax;1928;1928;3;5;8;1;0;0;3600;D;1;9;9;-1;0;0;S
Halifax;1927;1927;1;5;1;-1;0;0;3600;D;1;9;26;-1;0;0;S
Halifax;1926;1926;1;5;16;-1;0;0;3600;D;1;9;13;-1;0;0;S
Halifax;1925;1925;3;5;1;1;0;0;3600;D;1;9;28;-1;0;0;S
Halifax;1924;1924;3;5;1;1;0;0;3600;D;1;9;15;-1;0;0;S
Halifax;1923;1923;3;5;1;1;0;0;3600;D;1;9;4;-1;0;0;S
Halifax;1922;1922;1;4;30;-1;0;0;3600;D;1;9;5;-1;0;0;S
Halifax;1921;1921;1;5;6;-1;0;0;3600;D;1;9;5;-1;0;0;S
Halifax;1920;1920;1;5;9;-1;0;0;3600;D;1;8;29;-1;0;0;S
Halifax;1916;1916;1;4;1;-1;0;0;3600;D;1;10;1;-1;0;0;S
Holiday;1994;1994;0;0;0;0;0;0;0;$;3;3;1;1;7200;2;S
Holiday;1993;1993;2;10;-1;1;7200;2;3600;D;3;3;1;1;7200;2;S
Holiday;1992;1992;2;10;-1;1;7200;2;3600;D;0;0;0;0;0;0;$
Hond;2006;2006;3;5;1;1;0;0;3600;D;3;8;1;2;0;0;S
Hond;1987;1988;3;5;1;1;0;0;3600;D;2;9;-1;1;0;0;S
Hungary;1980;1980;1;4;6;-1;3600;0;3600;S;0;0;0;0;0;0;$
Hungary;1957;1957;3;6;1;1;3600;0;3600;S;2;9;-1;1;10800;0;$
Hungary;1956;1956;3;6;1;1;0;0;3600;S;2;9;-1;1;0;0;$
Hungary;1954;1955;1;5;23;-1;0;0;3600;S;1;10;3;-1;0;0;$
Hungary;1950;1950;1;4;17;-1;7200;2;3600;S;1;10;23;-1;7200;2;$
Hungary;1947;1949;3;4;4;1;7200;2;3600;S;3;10;1;1;7200;2;$
Hungary;1946;1946;1;3;31;-1;7200;2;3600;S;3;10;1;1;7200;2;$
Hungary;1945;1945;1;5;1;-1;82800;0;3600;S;1;11;1;-1;0;0;$
Hungary;1919;1919;1;4;15;-1;10800;0;3600;S;1;11;24;-1;10800;0;$
Hungary;1918;1918;1;4;1;-1;10800;0;3600;S;1;9;16;-1;10800;0;$
Iceland;1967;1967;3;4;1;1;3600;2;3600;$;1;10;29;-1;3600;2;$
Iceland;1950;1966;3;4;1;1;3600;2;3600;$;3;10;22;1;3600;2;$
Iceland;1949;1949;3;4;1;1;3600;2;3600;$;1;10;30;-1;3600;2;$
Iceland;1947;1948;3;4;1;1;3600;2;3600;$;3;10;22;1;3600;2;$
Iceland;1943;1946;3;3;1;1;3600;2;3600;$;3;10;22;1;3600;2;$
Iceland;1942;1942;3;3;2;1;3600;2;3600;$;3;10;22;1;3600;2;$
Iceland;1941;1941;3;3;2;1;3600;2;3600;$;3;11;2;1;3600;2;$
Iceland;1940;1940;1;2;25;-1;7200;0;3600;$;3;11;2;1;3600;2;$
Iceland;1939;1939;1;4;29;-1;82800;0;3600;$;1;10;29;-1;7200;0;$
Iceland;1921;1921;1;3;19;-1;82800;0;3600;$;1;6;23;-1;3600;0;$
Iceland;1918;1919;1;2;19;-1;82800;0;3600;$;1;11;16;-1;3600;0;$
Iceland;1917;1917;1;2;19;-1;82800;0;3600;$;1;10;21;-1;3600;0;$
Indianapolis;1946;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Indianapolis;1942;1945;0;0;0;0;0;0;0;$;2;9;-1;1;7200;0;S
Indianapolis;1941;1941;1;6;22;-1;7200;0;3600;D;2;9;-1;1;7200;0;S
Iran;2036;3999;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2034;2035;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2032;2033;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2030;2031;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2028;2029;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
