# Based on IANA (Ver: tzdata2018g)
# I18NOK:FileNotLocalizable
#
# sas_saving.txt
# saving;from;to;dstmode;dstmonth;dstday;dstDOW;dstseconds;dsttimeType;dstoffset;dstletter;mode;month;day;DOW;seconds;timeType;letter

Iran;2025;2027;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2024;2024;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2021;2023;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2020;2020;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2017;2019;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2016;2016;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2013;2015;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2012;2012;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2009;2011;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2008;2008;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2005;2005;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2004;2004;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;2001;2003;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;2000;2000;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;1997;1999;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;1996;1996;1;3;21;-1;0;0;3600;$;1;9;21;-1;0;0;$
Iran;1992;1995;1;3;22;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;1991;1991;1;5;3;-1;0;0;3600;$;1;9;22;-1;0;0;$
Iran;1980;1980;1;3;21;-1;0;0;3600;$;1;9;23;-1;0;0;$
Iran;1979;1979;1;3;21;-1;0;0;3600;$;1;9;19;-1;0;0;$
Iran;1978;1978;1;3;21;-1;0;0;3600;$;1;10;21;-1;0;0;$
Iraq;1991;2007;1;4;1;-1;10800;2;3600;$;1;10;1;-1;10800;2;$
Iraq;1986;1990;2;3;-1;1;3600;2;3600;$;2;9;-1;1;3600;2;$
Iraq;1985;1985;1;4;1;-1;0;0;3600;$;2;9;-1;1;3600;2;$
Iraq;1984;1984;1;4;1;-1;0;0;3600;$;1;10;1;-1;0;0;$
Iraq;1983;1983;1;3;31;-1;0;0;3600;$;1;10;1;-1;0;0;$
Iraq;1982;1982;1;5;1;-1;0;0;3600;$;1;10;1;-1;0;0;$
Italy;1979;1979;3;5;22;1;0;2;3600;S;1;9;30;-1;0;2;$
Italy;1978;1978;3;5;22;1;0;2;3600;S;1;10;1;-1;0;2;$
Italy;1977;1977;3;5;22;1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1976;1976;1;5;30;-1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1975;1975;1;6;1;-1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1974;1974;1;5;26;-1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1973;1973;1;6;3;-1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1972;1972;3;5;22;1;0;2;3600;S;1;10;1;-1;0;2;$
Italy;1971;1971;3;5;22;1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1970;1970;1;5;31;-1;0;2;3600;S;2;9;-1;1;0;2;$
Italy;1969;1969;1;6;1;-1;0;2;3600;S;3;9;22;1;0;2;$
Italy;1967;1968;3;5;22;1;0;2;3600;S;3;9;22;1;0;2;$
Italy;1966;1966;3;5;22;1;0;2;3600;S;1;9;24;-1;86400;0;$
Italy;1948;1948;1;2;29;-1;7200;2;3600;S;1;10;3;-1;7200;2;$
Italy;1947;1947;1;3;16;-1;0;2;3600;S;1;10;5;-1;0;2;$
Italy;1946;1946;1;3;17;-1;7200;2;3600;S;1;10;6;-1;7200;2;$
Italy;1945;1945;1;4;2;-1;7200;0;3600;S;1;9;15;-1;3600;0;$
Italy;1944;1944;1;4;2;-1;7200;2;3600;S;1;9;17;-1;7200;2;$
Italy;1943;1943;1;3;29;-1;7200;2;3600;S;1;10;4;-1;7200;2;$
Italy;1942;1942;0;0;0;0;0;0;0;$;1;11;2;-1;7200;2;$
Italy;1940;1940;1;6;14;-1;86400;0;3600;S;0;0;0;0;0;0;$
Italy;1920;1920;1;3;20;-1;86400;0;3600;S;1;9;18;-1;86400;0;$
Italy;1919;1919;1;3;1;-1;86400;0;3600;S;1;10;4;-1;86400;0;$
Italy;1918;1918;1;3;9;-1;86400;0;3600;S;1;10;6;-1;86400;0;$
Italy;1917;1917;1;3;31;-1;86400;0;3600;S;1;9;30;-1;86400;0;$
Italy;1916;1916;1;6;3;-1;86400;0;3600;S;1;9;30;-1;86400;0;$
Japan;1950;1951;3;5;1;7;86400;0;3600;D;3;9;8;7;90000;0;S
Japan;1949;1949;3;4;1;7;86400;0;3600;D;3;9;8;7;90000;0;S
Japan;1948;1948;3;5;1;7;86400;0;3600;D;3;9;8;7;90000;0;S
Jordan;2014;3999;2;3;-1;5;86400;0;3600;S;2;10;-1;6;0;2;$
Jordan;2013;2013;0;0;0;0;0;0;0;$;1;12;20;-1;0;0;$
Jordan;2012;2012;2;3;-1;5;86400;0;3600;S;0;0;0;0;0;0;$
Jordan;2006;2011;2;3;-1;5;86400;0;3600;S;2;10;-1;6;0;2;$
Jordan;2005;2005;2;3;-1;5;86400;0;3600;S;2;9;-1;6;0;2;$
Jordan;2004;2004;2;3;-1;5;86400;0;3600;S;1;10;15;-1;0;2;$
Jordan;2003;2003;2;3;-1;5;86400;0;3600;S;1;10;24;-1;0;2;$
Jordan;2002;2002;2;3;-1;5;86400;0;3600;S;2;9;-1;6;0;2;$
Jordan;2000;2001;2;3;-1;5;0;2;3600;S;2;9;-1;6;0;2;$
Jordan;1999;1999;1;7;1;-1;0;2;3600;S;2;9;-1;6;0;2;$
Jordan;1995;1998;3;4;1;6;0;0;3600;S;3;9;15;6;0;2;$
Jordan;1994;1994;3;4;1;6;0;0;3600;S;3;9;15;6;0;0;$
Jordan;1993;1993;3;4;1;6;0;0;3600;S;3;10;1;6;0;0;$
Jordan;1992;1992;1;4;10;-1;0;0;3600;S;3;10;1;6;0;0;$
Jordan;1991;1991;1;4;17;-1;0;0;3600;S;1;9;27;-1;0;0;$
Jordan;1990;1990;1;4;27;-1;0;0;3600;S;3;10;1;6;0;0;$
Jordan;1989;1989;1;5;8;-1;0;0;3600;S;3;10;1;6;0;0;$
Jordan;1986;1988;3;4;1;6;0;0;3600;S;3;10;1;6;0;0;$
Jordan;1985;1985;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Jordan;1978;1978;1;4;30;-1;0;0;3600;S;1;9;30;-1;0;0;$
Jordan;1977;1977;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Jordan;1976;1976;1;5;1;-1;0;0;3600;S;1;11;1;-1;0;0;$
Jordan;1974;1975;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Jordan;1973;1973;1;6;6;-1;0;0;3600;S;1;10;1;-1;0;0;$
Kyrgyz;2005;2005;2;3;-1;1;9000;0;3600;$;0;0;0;0;0;0;$
Kyrgyz;1997;2004;2;3;-1;1;9000;0;3600;$;2;10;-1;1;9000;0;$
Kyrgyz;1992;1996;3;4;7;1;0;2;3600;$;2;9;-1;1;0;0;$
LH;2008;3999;3;10;1;1;7200;0;1800;$;3;4;1;1;7200;0;$
LH;2007;2007;2;10;-1;1;7200;0;1800;$;2;3;-1;1;7200;0;$
LH;2006;2006;2;10;-1;1;7200;0;1800;$;3;4;1;1;7200;0;$
LH;2001;2005;2;10;-1;1;7200;0;1800;$;2;3;-1;1;7200;0;$
LH;2000;2000;2;8;-1;1;7200;0;1800;$;2;3;-1;1;7200;0;$
LH;1996;1999;2;10;-1;1;7200;0;1800;$;2;3;-1;1;7200;0;$
LH;1990;1995;2;10;-1;1;7200;0;1800;$;3;3;1;1;7200;0;$
LH;1987;1989;2;10;-1;1;7200;0;1800;$;3;3;15;1;7200;0;$
LH;1986;1986;1;10;19;-1;7200;0;1800;$;3;3;15;1;7200;0;$
LH;1985;1985;2;10;-1;1;7200;0;1800;$;3;3;1;1;7200;0;$
LH;1982;1984;2;10;-1;1;7200;0;3600;$;3;3;1;1;7200;0;$
LH;1981;1981;2;10;-1;1;7200;0;3600;$;0;0;0;0;0;0;$
Latvia;1989;1996;2;3;-1;1;7200;2;3600;S;2;9;-1;1;7200;2;$
Lebanon;1999;3999;2;3;-1;1;0;0;3600;S;2;10;-1;1;0;0;$
Lebanon;1993;1998;2;3;-1;1;0;0;3600;S;2;9;-1;1;0;0;$
Lebanon;1992;1992;1;5;1;-1;0;0;3600;S;1;10;4;-1;0;0;$
Lebanon;1990;1991;1;5;1;-1;0;0;3600;S;1;10;16;-1;0;0;$
Lebanon;1989;1989;1;5;10;-1;0;0;3600;S;1;10;16;-1;0;0;$
Lebanon;1988;1988;1;6;1;-1;0;0;3600;S;1;10;16;-1;0;0;$
Lebanon;1984;1987;1;5;1;-1;0;0;3600;S;1;10;16;-1;0;0;$
Lebanon;1978;1978;1;4;30;-1;0;0;3600;S;1;9;30;-1;0;0;$
Lebanon;1973;1977;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Lebanon;1972;1972;1;6;22;-1;0;0;3600;S;1;10;1;-1;0;0;$
Lebanon;1957;1961;1;5;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Lebanon;1923;1923;1;4;22;-1;0;0;3600;S;1;9;16;-1;0;0;$
Lebanon;1922;1922;1;3;26;-1;0;0;3600;S;1;10;8;-1;0;0;$
Lebanon;1921;1921;1;4;3;-1;0;0;3600;S;1;10;3;-1;0;0;$
Lebanon;1920;1920;1;3;28;-1;0;0;3600;S;1;10;25;-1;0;0;$
Libya;2013;2013;2;3;-1;6;3600;0;3600;S;2;10;-1;6;7200;0;$
Libya;1997;1997;1;4;4;-1;0;0;3600;S;1;10;4;-1;0;0;$
Libya;1987;1989;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Libya;1986;1986;1;4;4;-1;0;0;3600;S;1;10;3;-1;0;0;$
Libya;1985;1985;1;4;6;-1;0;0;3600;S;1;10;1;-1;0;0;$
Libya;1982;1984;1;4;1;-1;0;0;3600;S;1;10;1;-1;0;0;$
Libya;1956;1956;0;0;0;0;0;0;0;$;1;1;1;-1;0;0;$
Libya;1955;1955;1;9;30;-1;0;0;3600;S;0;0;0;0;0;0;$
Libya;1954;1954;0;0;0;0;0;0;0;$;1;1;1;-1;0;0;$
Libya;1953;1953;1;10;9;-1;7200;0;3600;S;0;0;0;0;0;0;$
Libya;1952;1952;0;0;0;0;0;0;0;$;1;1;1;-1;0;0;$
Libya;1951;1951;1;10;14;-1;7200;0;3600;S;0;0;0;0;0;0;$
Louisville;1961;1961;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1956;1960;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Louisville;1950;1955;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Louisville;1949;1949;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1948;1948;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1947;1947;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1946;1946;2;4;-1;1;7200;0;3600;D;1;6;2;-1;7200;0;S
Louisville;1945;1945;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1944;1944;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1943;1943;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1942;1942;2;4;-1;1;7200;0;3600;D;0;0;0;0;0;0;$
Louisville;1941;1941;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Louisville;1921;1921;1;5;1;-1;7200;0;3600;D;1;9;1;-1;7200;0;S
Lux;1929;1929;1;4;20;-1;82800;0;3600;S;0;0;0;0;0;0;$
Lux;1928;1928;1;4;14;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1927;1927;1;4;9;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1926;1926;1;4;17;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1925;1925;1;4;5;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1924;1924;1;3;29;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1923;1923;1;4;21;-1;82800;0;3600;S;3;10;2;1;7200;0;$
Lux;1922;1922;1;3;25;-1;82800;0;3600;S;3;10;2;1;3600;0;$
Lux;1921;1921;1;3;14;-1;82800;0;3600;S;1;10;26;-1;7200;0;$
Lux;1920;1920;1;2;14;-1;82800;0;3600;S;1;10;24;-1;7200;0;$
Lux;1919;1919;1;3;1;-1;82800;0;3600;S;1;10;5;-1;10800;0;$
Lux;1918;1918;3;4;15;2;7200;2;3600;S;3;9;15;2;7200;2;$
Lux;1917;1917;1;4;28;-1;82800;0;3600;S;1;9;17;-1;3600;0;$
Lux;1916;1916;1;5;14;-1;82800;0;3600;S;1;10;1;-1;3600;0;$
Macau;1979;1979;1;5;13;-1;12600;0;3600;D;3;10;16;1;12600;0;S
Macau;1975;1976;3;4;16;1;12600;0;3600;D;3;10;16;1;12600;0;S
Macau;1974;1974;0;0;0;0;0;0;0;$;3;10;16;1;12600;0;S
Macau;1973;1973;1;12;30;-1;12600;0;3600;D;0;0;0;0;0;0;$
Macau;1973;1973;3;4;16;1;12600;0;3600;D;3;10;16;1;12600;0;S
Macau;1967;1972;3;4;16;1;12600;0;3600;D;3;10;16;1;12600;0;S
Macau;1965;1966;3;4;16;1;12600;0;3600;D;3;10;16;1;9000;0;S
Macau;1957;1964;3;3;18;1;12600;0;3600;D;3;11;1;1;12600;0;S
Macau;1956;1956;3;3;17;7;82800;2;3600;D;3;11;1;1;12600;0;S
Macau;1955;1955;3;3;17;7;82800;2;3600;D;1;11;5;-1;82800;2;S
Macau;1954;1954;3;3;17;7;82800;2;3600;D;2;10;-1;7;82800;2;S
Macau;1953;1953;3;4;1;7;82800;2;3600;D;2;10;-1;7;82800;2;S
Macau;1952;1952;3;4;1;7;82800;2;3600;D;1;11;1;-1;82800;2;S
Macau;1951;1951;1;3;31;-1;82800;2;3600;D;1;10;28;-1;82800;2;S
Macau;1949;1950;3;4;1;7;82800;2;3600;D;2;10;-1;7;82800;2;S
Macau;1948;1948;1;5;2;-1;82800;2;3600;D;1;10;31;-1;82800;2;S
Macau;1947;1947;1;4;19;-1;82800;2;3600;D;1;11;30;-1;82800;2;S
Macau;1946;1946;1;4;30;-1;82800;2;3600;D;1;9;30;-1;82800;2;S
Macau;1943;1943;1;4;30;-1;82800;0;3600;$;1;9;30;-1;82800;0;S
Macau;1942;1942;1;4;30;-1;82800;0;3600;$;1;11;17;-1;82800;0;$
Malta;1980;1980;1;3;31;-1;7200;0;3600;S;3;9;15;1;7200;0;$
Malta;1975;1979;3;4;15;1;7200;0;3600;S;3;9;15;1;7200;0;$
Malta;1974;1974;1;4;21;-1;0;2;3600;S;1;9;16;-1;0;2;$
Malta;1973;1973;1;3;31;-1;0;2;3600;S;1;9;29;-1;0;2;$
Marengo;1954;1960;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Marengo;1951;1951;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Mauritius;2009;2009;0;0;0;0;0;0;0;$;2;3;-1;1;7200;0;$
Mauritius;2008;2008;2;10;-1;1;7200;0;3600;$;0;0;0;0;0;0;$
Mauritius;1983;1983;0;0;0;0;0;0;0;$;1;3;21;-1;0;0;$
Mauritius;1982;1982;1;10;10;-1;0;0;3600;$;0;0;0;0;0;0;$
Menominee;1966;1966;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Menominee;1946;1946;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Mexico;2002;3999;3;4;1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Mexico;2001;2001;3;5;1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Mexico;1996;2000;3;4;1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Mexico;1950;1950;1;2;12;-1;0;0;3600;D;1;7;30;-1;0;0;S
Mexico;1944;1944;0;0;0;0;0;0;0;$;1;5;1;-1;0;0;S
Mexico;1943;1943;1;12;16;-1;0;0;3600;W;0;0;0;0;0;0;$
Mexico;1941;1941;0;0;0;0;0;0;0;$;1;4;1;-1;0;0;S
Mexico;1940;1940;1;12;9;-1;0;0;3600;D;0;0;0;0;0;0;$
Mexico;1939;1939;1;2;5;-1;0;0;3600;D;1;6;25;-1;0;0;S
Moldova;1997;3999;2;3;-1;1;7200;0;3600;S;2;10;-1;1;10800;0;$
Moncton;1993;2006;3;4;1;1;60;0;3600;D;2;10;-1;1;60;0;S
Moncton;1957;1972;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
Moncton;1946;1956;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
Moncton;1941;1941;1;5;4;-1;3600;0;3600;D;3;9;21;7;3600;0;S
Moncton;1940;1940;1;5;19;-1;3600;0;3600;D;3;9;21;7;3600;0;S
Moncton;1939;1939;1;5;27;-1;3600;0;3600;D;3;9;21;7;3600;0;S
Moncton;1936;1938;3;6;1;1;3600;0;3600;D;3;9;1;1;3600;0;S
Moncton;1933;1935;3;6;8;1;3600;0;3600;D;3;9;8;1;3600;0;S
Mongol;2015;2016;2;3;-1;7;7200;0;3600;$;2;9;-1;7;0;0;$
Mongol;2002;2006;2;3;-1;7;7200;0;3600;$;2;9;-1;7;7200;0;$
Mongol;2001;2001;2;4;-1;7;7200;0;3600;$;2;9;-1;7;7200;0;$
Mongol;1985;1998;2;3;-1;1;0;0;3600;$;2;9;-1;1;0;0;$
Mongol;1984;1984;1;4;1;-1;0;0;3600;$;2;9;-1;1;0;0;$
Mongol;1983;1983;1;4;1;-1;0;0;3600;$;1;10;1;-1;0;0;$
Morocco;2018;2018;0;0;0;0;0;0;0;$;2;10;-1;1;10800;0;$
Morocco;2018;2018;1;6;17;-1;7200;0;3600;$;0;0;0;0;0;0;$
Morocco;2018;2018;2;3;-1;1;7200;0;3600;$;1;5;13;-1;10800;0;$
Morocco;2017;2017;1;7;2;-1;7200;0;3600;$;2;10;-1;1;10800;0;$
Morocco;2017;2017;2;3;-1;1;7200;0;3600;$;1;5;21;-1;10800;0;$
Morocco;2016;2016;0;0;0;0;0;0;0;$;2;10;-1;1;10800;0;$
Morocco;2016;2016;1;7;10;-1;7200;0;3600;$;0;0;0;0;0;0;$
Morocco;2016;2016;2;3;-1;1;7200;0;3600;$;1;6;5;-1;10800;0;$
Morocco;2015;2015;1;7;19;-1;7200;0;3600;$;2;10;-1;1;10800;0;$
Morocco;2015;2015;2;3;-1;1;7200;0;3600;$;1;6;14;-1;10800;0;$
Morocco;2014;2014;0;0;0;0;0;0;0;$;2;10;-1;1;10800;0;$
Morocco;2014;2014;1;8;2;-1;7200;0;3600;$;0;0;0;0;0;0;$
Morocco;2014;2014;2;3;-1;1;7200;0;3600;$;1;6;28;-1;10800;0;$
Morocco;2013;2013;1;8;10;-1;7200;0;3600;$;2;10;-1;1;10800;0;$
Morocco;2013;2013;2;4;-1;1;7200;0;3600;$;1;7;7;-1;10800;0;$
Morocco;2012;2012;0;0;0;0;0;0;0;$;1;9;30;-1;10800;0;$
Morocco;2012;2012;1;8;20;-1;7200;0;3600;$;0;0;0;0;0;0;$
Morocco;2012;2012;2;4;-1;1;7200;0;3600;$;1;7;20;-1;10800;0;$
Morocco;2011;2011;1;4;3;-1;0;0;3600;$;1;7;31;-1;0;0;$
Morocco;2010;2010;1;5;2;-1;0;0;3600;$;1;8;8;-1;0;0;$
Morocco;2009;2009;1;6;1;-1;0;0;3600;$;1;8;21;-1;0;0;$
Morocco;2008;2008;1;6;1;-1;0;0;3600;$;1;9;1;-1;0;0;$
Morocco;1978;1978;1;6;1;-1;0;0;3600;$;1;8;4;-1;0;0;$
Morocco;1977;1977;1;5;1;-1;0;0;3600;$;1;9;28;-1;0;0;$
Morocco;1976;1976;1;5;1;-1;0;0;3600;$;1;8;1;-1;0;0;$
Morocco;1974;1974;1;6;24;-1;0;0;3600;$;1;9;1;-1;0;0;$
Morocco;1967;1967;1;6;3;-1;43200;0;3600;$;1;10;1;-1;0;0;$
Morocco;1950;1950;1;6;11;-1;0;0;3600;$;1;10;29;-1;0;0;$
Morocco;1945;1945;0;0;0;0;0;0;0;$;1;11;18;-1;0;0;$
Morocco;1940;1940;1;2;25;-1;0;0;3600;$;0;0;0;0;0;0;$
Morocco;1939;1939;1;9;12;-1;0;0;3600;$;1;11;19;-1;0;0;$
NBorneo;1935;1941;1;9;14;-1;0;0;1200;$;1;12;14;-1;0;0;$
NC;1997;1997;0;0;0;0;0;0;0;$;1;3;2;-1;7200;2;$
NC;1996;1996;1;12;1;-1;7200;2;3600;$;0;0;0;0;0;0;$
NC;1979;1979;0;0;0;0;0;0;0;$;1;2;27;-1;0;0;$
NC;1978;1978;3;12;1;1;0;0;3600;$;1;2;27;-1;0;0;$
NC;1977;1977;3;12;1;1;0;0;3600;$;0;0;0;0;0;0;$
NT_YK;1987;2006;3;4;1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
NT_YK;1980;1986;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
NT_YK;1965;1965;2;4;-1;1;0;0;7200;DD;2;10;-1;1;7200;0;S
NT_YK;1945;1945;1;8;14;-1;82800;1;3600;P;1;9;30;-1;7200;0;S
NT_YK;1942;1942;1;2;9;-1;7200;0;3600;W;0;0;0;0;0;0;$
NT_YK;1919;1919;1;5;25;-1;7200;0;3600;D;1;11;1;-1;0;0;S
NT_YK;1918;1918;1;4;14;-1;7200;0;3600;D;1;10;27;-1;7200;0;S
NYC;1955;1966;2;4;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
NYC;1921;1954;2;4;-1;1;7200;0;3600;D;2;9;-1;1;7200;0;S
NYC;1920;1920;2;3;-1;1;7200;0;3600;D;2;10;-1;1;7200;0;S
NZ;2008;3999;2;9;-1;1;7200;2;3600;D;3;4;1;1;7200;2;S
NZ;2007;2007;2;9;-1;1;7200;2;3600;D;3;3;15;1;7200;2;S
NZ;1990;2006;3;10;1;1;7200;2;3600;D;3;3;15;1;7200;2;S
NZ;1989;1989;3;10;8;1;7200;2;3600;D;3;3;1;1;7200;2;S
NZ;1976;1988;2;10;-1;1;7200;2;3600;D;3;3;1;1;7200;2;S
NZ;1975;1975;2;10;-1;1;7200;2;3600;D;2;2;-1;1;7200;2;S
NZ;1974;1974;3;11;1;1;7200;2;3600;D;0;0;0;0;0;0;$
NZ;1946;1946;0;0;0;0;0;0;0;$;1;1;1;-1;0;0;S
NZ;1934;1940;2;9;-1;1;7200;0;1800;S;2;4;-1;1;7200;0;M
NZ;1929;1933;3;10;8;1;7200;0;1800;S;3;3;15;1;7200;0;M
NZ;1928;1928;3;10;8;1;7200;0;1800;S;1;3;4;-1;7200;0;M
NZ;1927;1927;1;11;6;-1;7200;0;3600;S;0;0;0;0;0;0;$
Namibia;1995;2017;3;4;1;1;7200;0;-3600;WAT;3;9;1;1;7200;0;CAT
Namibia;1994;1994;1;3;21;-1;0;0;-3600;WAT;3;9;1;1;7200;0;CAT
Neth;1945;1945;1;4;2;-1;7200;2;3600;S;1;9;16;-1;7200;2;$
Neth;1938;1939;1;5;15;-1;7200;2;3600;S;3;10;2;1;7200;2;$
Neth;1937;1937;1;7;1;-1;0;0;3600;S;3;10;2;1;7200;2;$
Neth;1937;1937;1;5;22;-1;7200;2;3600;NST;0;0;0;0;0;0;$
Neth;1933;1936;1;5;15;-1;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1932;1932;1;5;22;-1;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1926;1931;1;5;15;-1;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1925;1925;3;6;1;6;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1924;1924;2;3;-1;1;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1923;1923;3;6;1;6;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1922;1922;2;3;-1;1;7200;2;3600;NST;3;10;2;1;7200;2;AMT
Neth;1918;1921;3;4;1;2;7200;2;3600;NST;2;9;-1;2;7200;2;AMT
Neth;1917;1917;1;4;16;-1;7200;2;3600;NST;1;9;17;-1;7200;2;AMT
Neth;1916;1916;1;5;1;-1;0;0;3600;NST;1;10;1;-1;0;0;AMT
Nic;2006;2006;1;4;30;-1;7200;0;3600;D;3;10;1;1;3600;0;S
Nic;2005;2005;1;4;10;-1;0;0;3600;D;3;10;1;1;0;0;S
Nic;1979;1980;3;3;16;1;0;0;3600;D;3;6;23;2;0;0;S
Norway;1965;1965;1;4;25;-1;7200;2;3600;S;3;9;15;1;7200;2;$
Norway;1959;1964;3;3;15;1;7200;2;3600;S;3;9;15;1;7200;2;$
Norway;1945;1945;1;4;2;-1;7200;2;3600;S;1;10;1;-1;7200;2;$
Norway;1916;1916;1;5;22;-1;3600;0;3600;S;1;9;30;-1;0;0;$
PRC;1987;1991;3;4;11;1;7200;0;3600;D;3;9;11;1;7200;0;S
PRC;1986;1986;1;5;4;-1;7200;0;3600;D;3;9;11;1;7200;0;S
Pakistan;2009;2009;1;4;15;-1;0;0;3600;S;1;11;1;-1;0;0;$
Pakistan;2008;2008;1;6;1;-1;0;0;3600;S;1;11;1;-1;0;0;$
Pakistan;2002;2002;3;4;2;1;0;0;3600;S;3;10;2;1;0;0;$
Palestine;2016;3999;3;3;22;7;3600;0;3600;S;2;10;-1;7;3600;0;$
Palestine;2015;2015;2;3;-1;6;86400;0;3600;S;3;10;21;6;0;0;$
Palestine;2014;2014;2;3;-1;5;86400;0;3600;S;3;10;21;6;0;0;$
Palestine;2013;2013;2;3;-1;5;86400;0;3600;S;3;9;21;6;0;0;$
Palestine;2012;2012;2;3;-1;5;86400;0;3600;S;1;9;21;-1;3600;0;$
Palestine;2011;2011;1;8;30;-1;0;0;3600;S;1;9;30;-1;0;0;$
Palestine;2011;2011;1;4;1;-1;60;0;3600;S;1;8;1;-1;0;0;$
Palestine;2010;2010;1;3;26;-1;0;0;3600;S;1;8;11;-1;0;0;$
Palestine;2009;2009;2;3;-1;6;0;0;3600;S;3;9;1;6;3600;0;$
Palestine;2008;2008;2;3;-1;6;0;0;3600;S;1;9;1;-1;0;0;$
Palestine;2007;2007;1;4;1;-1;0;0;3600;S;3;9;8;5;7200;0;$
Palestine;2006;2006;1;4;1;-1;0;0;3600;S;1;9;22;-1;0;0;$
Palestine;2005;2005;3;4;15;6;0;0;3600;S;1;10;4;-1;7200;0;$
Palestine;2004;2004;3;4;15;6;0;0;3600;S;1;10;1;-1;3600;0;$
Palestine;1999;2003;3;4;15;6;0;0;3600;S;3;10;15;6;0;0;$
Para;2013;3999;3;10;1;1;0;0;3600;$;3;3;22;1;0;0;$
Para;2010;2012;3;10;1;1;0;0;3600;$;3;4;8;1;0;0;$
Para;2005;2009;3;10;15;1;0;0;3600;$;3;3;8;1;0;0;$
Para;2004;2004;3;10;15;1;0;0;3600;$;3;4;1;1;0;0;$
Para;2002;2003;3;9;1;1;0;0;3600;$;3;4;1;1;0;0;$
Para;1998;2001;3;10;1;1;0;0;3600;$;3;3;1;1;0;0;$
Para;1997;1997;3;10;1;1;0;0;3600;$;2;2;-1;1;0;0;$
